"model","Kest","Sensitivity","Precision","F1","cosine_R","rmse_sig","rmse_theta","rmse_Betas","sign_Betas","fp_Betas","rmse_lambda_in","rmse_lambda_out","rmse_counts_in","rmse_counts_out","time","iter","effectiveBetas","effectiveSigs","effectiveTheta","effectiveMu","effectiveSigma2","effectiveLogPost","effectiveLogLik","effectiveLogPrior","Simulation","Scenario","n","J"
"CompNMF",7,0.875,1,0.933333333333333,0.96187519267102,0.00552217994350369,127.50931832934,0.392991188745459,0,0,0.109032754490734,0.119273962760424,0.496610060248501,0.540821315436755,0.00516614119211833,3227,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S2_epigenome_v1",240610,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.96421549226425,0.00522095811551555,119.562104235019,0.392991188745459,0,0,0.109058153274626,0.119333535383153,0.496609714042357,0.540828881888655,1.00910510222117,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S2_epigenome_v1",240610,100
"PPF_map",8,1,1,1,0.992188793823318,0.00189868672130852,76.2449107027084,0.115453689140445,0.975,0,0.0450837794555879,0.0447700931597445,0.480549191517259,0.517515906630513,4.52702099084854,170,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S2_epigenome_v1",240610,100
"PPF_mcmc",8,1,1,1,0.992243060532671,0.00205350608984627,79.2141300908909,0.115359442987173,0.975,0,0.0448900518639443,0.0445307963852278,0.480554532939519,0.517506744957887,36.1504038294156,NA,155.209526351639,223.972389314154,431.446255523666,980.542196499274,1474.03636304051,150,81.4042990510534,150,"Simulation_03","S2_epigenome_v1",240610,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.955062806596341,0.0053526573392398,186.542395594521,0.375861572022614,0,0,0.453564859094111,0.118168555407771,1.08389728309589,0.474025283444614,0.0190335988998413,3106,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S2_epigenome_v1",262472,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.953409999984966,0.00558784706012457,200.803808079266,0.375861572022614,0,0,0.453551636481692,0.118336463242749,1.08389693337071,0.474062686197824,1.98005312681198,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S2_epigenome_v1",262472,100
"PPF_map",9,1,0.888888888888889,0.941176470588235,0.986483853382254,0.00669558925955245,548.807486809713,0.182303871371192,1,0,0.2834695192667,0.0394366857955297,1.01187514260283,0.448477423925222,17.2028327743212,550,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S2_epigenome_v1",262472,100
"PPF_mcmc",8,1,1,1,0.996337876458196,0.0032143507210862,199.557000782272,0.111815540356159,1,0,0.282586022592256,0.0396441441220287,1.01189292946743,0.448480839806791,41.0170282244682,NA,130.358664648398,260.576462660163,370.374396319561,831.183040095476,1454.86366207646,150,150,150,"Simulation_04","S2_epigenome_v1",262472,100
"CompNMF",7,0.875,1,0.933333333333333,0.967732759260369,0.00522420442678379,100.833584119651,0.337721222121262,0,0,0.0922260836640729,0.0688642058899259,0.363174866569454,0.359845718447973,0.00954047044118245,6191,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_05","S2_epigenome_v1",207255,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.956083031094925,0.00666681395172994,90.2674439910738,0.337721222121262,0,0,0.0922212753636529,0.0688282559063912,0.363173482921783,0.359836177384559,1.08251455227534,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_05","S2_epigenome_v1",207255,100
"PPF_map",8,1,1,1,0.997301388738726,0.00163051496897803,27.2858060659648,0.100192908699462,1,0,0.0428148020293119,0.0280617613839577,0.351651301372548,0.351530871326981,5.1778519153595,230,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_05","S2_epigenome_v1",207255,100
"PPF_mcmc",8,1,1,1,0.997010975767333,0.00314838451237732,34.569806500843,0.0975743435212419,1,0,0.0425507877614451,0.0273750439987624,0.351648566331214,0.351556041907651,32.643069990476,NA,128.670553533567,237.313072926266,350.294716998328,808.864631065364,1514.96905366819,229.422600296287,166.837741784102,150,"Simulation_05","S2_epigenome_v1",207255,100
"CompNMF",7,0.875,1,0.933333333333333,0.96426975010812,0.00544523019958761,104.944207172643,0.36757391554921,0,0,0.105289251549569,0.133362985241873,0.455413702597365,0.40056487883218,0.0125487526257833,2206,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_06","S2_epigenome_v1",216312,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.965101654903607,0.00562137238691448,102.988340955515,0.36757391554921,0,0,0.105300739829868,0.133369972407783,0.455413183929464,0.400571862472501,1.43703721364339,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_06","S2_epigenome_v1",216312,100
"PPF_map",8,1,1,1,0.997163185143688,0.00138610410733262,36.4198079860385,0.109754042067863,0.95,0,0.0519542136359199,0.0679052626379089,0.441469105673249,0.384300009020473,7.63842473824819,300,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_06","S2_epigenome_v1",216312,100
"PPF_mcmc",8,1,1,1,0.996451179240803,0.00231692647002013,41.9204462060762,0.108279872664844,0.95,0,0.051448410672529,0.0667512998095513,0.441455915641347,0.384308363428196,34.748996424675,NA,148.76267917384,233.117747555774,356.43523849274,861.917899950564,1479.50266931157,210.722226130816,150,150,"Simulation_06","S2_epigenome_v1",216312,100
"CompNMF",7,0.875,1,0.933333333333333,0.965140328258975,0.00538925054363226,144.969938669897,0.373131137846434,0,0,0.0646207519880671,0.0709595106662231,0.35823190373648,0.368457551374084,0.0141668756802877,3576,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_07","S2_epigenome_v1",200950,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.958349887087628,0.00560556783971447,104.793361329501,0.373131137846434,0,0,0.0646455824974081,0.070906835702603,0.358230889677869,0.368443129896337,1.79150569836299,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_07","S2_epigenome_v1",200950,100
"PPF_map",8,1,1,1,0.997569209053146,0.0014964516756264,42.55516084037,0.110473669202002,1,0,0.0288746448663863,0.0297638265133448,0.350037979066116,0.359712857099743,11.3422028700511,510,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_07","S2_epigenome_v1",200950,100
"PPF_mcmc",8,1,1,1,0.997114880117138,0.00240439642792907,44.219815254778,0.109624094901027,1,0,0.0286753943632975,0.0294610130734654,0.350039718579019,0.35972554577745,28.1612153132757,NA,145.285145838605,266.294812801824,404.436643208809,1017.10800799032,1428.29570825413,91.1386211692587,117.418848246852,150,"Simulation_07","S2_epigenome_v1",200950,100
"CompNMF",7,0.875,1,0.933333333333333,0.965707964437962,0.0055949541275703,187.147559521757,0.419738748421425,0,0,0.420192892875064,0.117246225006543,1.00621631960898,0.644919564161736,0.0240118344624837,4278,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_08","S2_epigenome_v1",297997,100
"SignatureAnalyzer",7,0.75,0.857142857142857,0.8,0.959399690065481,0.00579237900712973,203.042562950754,0.419738748421425,0,0,0.420179159247627,0.117382108477528,1.00621599317873,0.644939186446276,1.81220257282257,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_08","S2_epigenome_v1",297997,100
"PPF_map",10,1,1,1,0.994322132098747,0.0105448066407045,814.194865896598,0.718996792377382,0.95,0.125,0.247014934679106,0.043837391224987,0.948555488922345,0.640433833302036,17.4282393495242,550,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_08","S2_epigenome_v1",297997,100
"PPF_mcmc",10,1,1,1,0.994942891484643,0.00977243310287298,126.072356837978,0.762885726623947,0.95,0,0.245101224611414,0.0469168590835298,0.948125448624917,0.645875062665699,46.3794012467066,NA,131.876073304546,276.020249849219,369.438783471135,756.732608752819,1211.58525216182,79.834464960312,25.3291459568685,76.1126156702779,"Simulation_08","S2_epigenome_v1",297997,100
"CompNMF",7,1,1,1,0.977208824530167,0.00681092512267977,157.651413517589,0.342333093464667,0,0,0.0646407863194369,0.0459795961688075,0.32188002448271,0.302386043421779,0.0214646061261495,3142,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_09","S2_epigenome_v1",168127,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.967439714504899,0.00517597479297891,83.3170289411992,0.342333093464667,0,0,0.0646401601833809,0.0460821062445253,0.321879314927839,0.302396119729476,1.7073872367541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_09","S2_epigenome_v1",168127,100
"PPF_map",8,1,1,1,0.996562354225658,0.00203475886133559,34.6706154632788,0.103228887379959,1,0,0.0268393986527602,0.0164394773080801,0.314570313006686,0.297962727503185,5.34665259917577,270,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_09","S2_epigenome_v1",168127,100
"PPF_mcmc",8,1,1,1,0.996447945418716,0.0021690763540458,34.4221125905953,0.100797102655377,1,0,0.0265530478665335,0.0163908319226992,0.314570809671206,0.297963565398468,27.6802946448326,NA,139.372232394657,206.203388327442,367.985481257375,731.271023462793,1403.76215901632,202.623632806957,150,150,"Simulation_09","S2_epigenome_v1",168127,100
"CompNMF",7,0.875,1,0.933333333333333,0.969867611015818,0.00536090073636852,258.008278493214,0.380751168473914,0,0,0.120099048332336,0.0977636621875256,0.417603298359287,0.374057075878037,0.0569386561711629,7772,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_10","S2_epigenome_v1",228448,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.960255740033759,0.00609150263565104,113.4384043185,0.380751168473914,0,0,0.120086950821423,0.0978228400380933,0.417602159068109,0.374073832368078,1.91264301141103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_10","S2_epigenome_v1",228448,100
"PPF_map",8,1,1,1,0.997338470911863,0.00142665383868941,34.9859394396064,0.115506741391573,1,0,0.0604752399970879,0.0465689672391859,0.399897743089568,0.362033244567588,7.18240305980047,290,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_10","S2_epigenome_v1",228448,100
"PPF_mcmc",8,1,1,1,0.997031111675118,0.00248102757313191,36.8288734794622,0.11462433607082,1,0,0.0600804900829177,0.046303995048802,0.399890344272223,0.362041633039888,37.6034037391345,NA,155.589759487022,248.903142739477,394.381577588231,1075.32252499928,1446.57589312451,195.604241036445,150,150,"Simulation_10","S2_epigenome_v1",228448,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.954472261621187,0.00742394868378992,121.32091739791,0.346377939165548,0,0,0.0686244986293867,0.179976923578515,0.339502552742901,0.422928007757723,0.039069406191508,9304,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_11","S2_epigenome_v1",196346,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.96449060399553,0.00621474891902137,101.138672582438,0.346377939165548,0,0,0.0686358295150772,0.179857946732778,0.339501554286,0.422901502635011,2.84657518068949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_11","S2_epigenome_v1",196346,100
"PPF_map",8,1,1,1,0.994567333226165,0.00211125472339272,41.9276358114107,0.107780792923561,0.975,0,0.0280230910134414,0.0987440601966379,0.330636110109128,0.396903705777139,6.1806521932284,270,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_11","S2_epigenome_v1",196346,100
"PPF_mcmc",8,1,1,1,0.994460841073213,0.00277512732254446,43.2696464485933,0.105867123717344,1,0,0.0276776385020195,0.0980011787306644,0.330640485549003,0.39689997439463,28.6584435582161,NA,139.194894777794,212.48926827647,362.547713667661,893.88004583411,1452.3668713642,150,150,150,"Simulation_11","S2_epigenome_v1",196346,100
"CompNMF",7,1,1,1,0.971842093743175,0.00588129521446411,134.198469721724,0.344791799170934,0,0,0.120390768594204,0.0509852512188483,0.379322466947575,0.334050792590682,0.00469916661580404,2932,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_12","S2_epigenome_v1",180570,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.954057822508019,0.00671903101067093,82.769327801117,0.344791799170934,0,0,0.12037794459937,0.0509937989180377,0.379321631889277,0.334047129912085,1.10945773919423,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_12","S2_epigenome_v1",180570,100
"PPF_map",8,1,1,1,0.995289315457178,0.00173301584902594,53.350086886597,0.103032802757152,0.975,0,0.068789274112266,0.0188129287936049,0.363920252844274,0.328105962069133,5.65917036135991,250,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_12","S2_epigenome_v1",180570,100
"PPF_mcmc",8,1,1,1,0.995428751770445,0.00206486450478381,50.9638684473773,0.102269520437767,0.975,0,0.0684252027531665,0.0186448672063503,0.363918020452912,0.328105766599194,26.1932679573695,NA,163.88356071901,216.690200379632,408.823066847426,664.815548249959,1464.50968470569,150,150,150,"Simulation_12","S2_epigenome_v1",180570,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.968730616466338,0.00542908829599198,183.127428594177,0.341677327566336,0,0,0.0737123037184418,0.083145692594252,0.35563548500584,0.350080127078644,0.430401523907979,74097,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_13","S2_epigenome_v1",204969,100
"SignatureAnalyzer",8,0.75,0.75,0.75,0.964003440297707,0.00492882976930464,79.7276524080119,0.341677327566336,0,0,0.0737132021129094,0.0832339721006684,0.355634806294804,0.350099417591609,3.00663936932882,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_13","S2_epigenome_v1",204969,100
"PPF_map",8,1,1,1,0.992625368088888,0.00262300138768176,37.2625940815021,0.105940187806163,1,0.05,0.0324696677232987,0.0402140650426872,0.346625031268948,0.340793064319298,6.62433340152105,250,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_13","S2_epigenome_v1",204969,100
"PPF_mcmc",8,1,1,1,0.996494484066471,0.00239384675836229,30.2459691038886,0.101868932073267,1,0,0.0322416788155282,0.0399662109731791,0.346619164105678,0.340786778913371,31.1916340112686,NA,134.112640216091,247.14807194363,362.768585852297,859.956994869296,1500,150,114.266902446363,150,"Simulation_13","S2_epigenome_v1",204969,100
"CompNMF",7,0.875,1,0.933333333333333,0.974355483502746,0.00581256782571247,90.6415220737577,0.33240019798552,0,0,0.138194893796494,0.0920506155354705,0.660833248183826,0.463612454392437,0.0165466984113057,2640,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_14","S2_epigenome_v1",217990,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.968735122023576,0.00599038624514023,166.945682197537,0.33240019798552,0,0,0.138198865876663,0.0920861789575148,0.660832554447554,0.463606077994805,2.50641290346781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_14","S2_epigenome_v1",217990,100
"PPF_map",8,1,1,1,0.987624350760014,0.00328997690982576,52.270573346523,0.100793625630635,0.975,0.025,0.0641344560889523,0.0351499542147202,0.632598863434202,0.445007676487008,12.294362950325,530,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_14","S2_epigenome_v1",217990,100
"PPF_mcmc",8,1,1,1,0.99260515480746,0.00406545530785445,47.7125741857268,0.0971180524228294,0.975,0.05,0.0634116118291242,0.0349046930115948,0.632423198745242,0.445019224101895,33.1278478622437,NA,139.040446785472,263.151026002025,358.204168496962,994.021978100736,1538.77149470581,125.623729903217,220.621971808556,113.074438483781,"Simulation_14","S2_epigenome_v1",217990,100
"CompNMF",8,1,1,1,0.984881520434536,0.00433664265839853,117.27136627863,0.310240831864759,0,0,0.0596504631851816,0.105678187807975,0.328478074324744,0.389751468119637,0.0577315052350362,8212,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_15","S2_epigenome_v1",191051,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.972849276984775,0.00437362199522804,87.8026986681882,0.310240831864759,0,0,0.0596518620402081,0.105580160047031,0.328477199014857,0.389722079093296,3.12058129310608,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_15","S2_epigenome_v1",191051,100
"PPF_map",8,1,1,1,0.998165631839466,0.00180405572004464,30.3408169511501,0.0909583531255032,1,0,0.0279473544773906,0.0590201072742413,0.32086280951418,0.372929376183591,4.79975703557332,230,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_15","S2_epigenome_v1",191051,100
"PPF_mcmc",8,1,1,1,0.997908582101056,0.00343104070637028,30.102353661685,0.0888547986493749,0.975,0,0.0276924576482056,0.057999449749096,0.32085920103161,0.372841912848485,28.3051884969076,NA,131.469697130104,241.362230147333,337.138813374378,800.470326689144,1490.72392170695,150,69.9953382115377,150,"Simulation_15","S2_epigenome_v1",191051,100
"CompNMF",7,1,1,1,0.974630883508285,0.00595972393968823,174.61611519538,0.300079412705317,0,0,0.0656373428919811,0.0436537392559633,0.293965687331556,0.283245049087366,0.00490494569142659,3006,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_16","S2_epigenome_v1",154262,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.965311928716998,0.00590081948317537,140.278066054649,0.300079412705317,0,0,0.0656205233416554,0.0437474744056819,0.29396458628205,0.28325839633143,1.04994330008825,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_16","S2_epigenome_v1",154262,100
"PPF_map",8,1,1,1,0.995504868767829,0.00188801249306315,48.8448377094575,0.0916744370016843,0.975,0.025,0.0333397157862601,0.0209562458166808,0.288542766777039,0.279148486873204,3.25360697110494,210,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_16","S2_epigenome_v1",154262,100
"PPF_mcmc",8,1,1,1,0.996156416226508,0.00276086287241485,42.8489516326731,0.0899484372740359,0.975,0.025,0.0330414218077199,0.0205811278824551,0.288543880993927,0.279122757483229,25.0332402825356,NA,139.23407546963,219.939991369227,337.700848295537,869.337663373274,1457.4117274295,118.985700607304,150,191.092022406547,"Simulation_16","S2_epigenome_v1",154262,100
"CompNMF",7,0.875,1,0.933333333333333,0.976630825683824,0.00605489254922658,212.731763307568,0.370279041493459,0,0,0.120025745213855,0.0530090780657985,0.421028409560288,0.323447538149718,0.0220511198043823,5001,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_17","S2_epigenome_v1",210476,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.969640431171983,0.00504587769461109,127.368842939807,0.370279041493459,0,0,0.120021997056487,0.0532136497607695,0.42102690863069,0.323470229929844,4.00787360668182,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_17","S2_epigenome_v1",210476,100
"PPF_map",8,1,1,1,0.998010689328708,0.00178464707966947,52.2526635962032,0.110550570683648,1,0,0.056839665003933,0.0150904839908413,0.403391618400649,0.316275366493888,7.95079348882039,290,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_17","S2_epigenome_v1",210476,100
"PPF_mcmc",8,1,1,1,0.998081073988647,0.00270819521559387,53.8411484277092,0.108924641340487,1,0,0.0563263325385476,0.0152437782834611,0.403383452497124,0.316271556478422,34.9316066344579,NA,123.70959912127,231.77659276205,341.958421948662,972.214749121799,1544.55503876275,150,150,150,"Simulation_17","S2_epigenome_v1",210476,100
"CompNMF",8,0.75,0.75,0.75,0.969239682483538,0.00587293801804373,124.903501885545,0.293549547985492,0,0,0.102843283559771,0.0359812387774426,0.342510468640045,0.297967019684969,0.0178996523221334,4330,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_18","S2_epigenome_v1",160526,100
"SignatureAnalyzer",8,1,1,1,0.979407857576314,0.00461621530571682,117.242459282394,0.293549547985492,0,0,0.102822050373639,0.0359370924334188,0.342508667334953,0.297950927349712,2.52928960720698,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_18","S2_epigenome_v1",160526,100
"PPF_map",8,1,1,1,0.998083079757089,0.00188595086298737,67.1657494378765,0.0874845450458713,1,0,0.0660780212472691,0.0161903720514475,0.328638659811423,0.293561621563087,8.16567007303238,390,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_18","S2_epigenome_v1",160526,100
"PPF_mcmc",8,1,1,1,0.997825689614057,0.00365700943621521,71.6905723763149,0.0864462314673582,0.975,0,0.0656535864458419,0.0161525893789074,0.3286383720325,0.293567059719859,24.1735420862834,NA,129.22324104663,265.27380340583,323.280335329719,690.531597809154,1376.86607962325,150,534.587931011395,150,"Simulation_18","S2_epigenome_v1",160526,100
"CompNMF",7,0.875,1,0.933333333333333,0.972117757130262,0.00582243424210979,163.179774896718,0.379347079932681,0,0,0.114826935705108,0.0669330028835377,0.375959996367053,0.355263019688406,0.0315261960029602,5996,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_19","S2_epigenome_v1",213709,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.966259452924387,0.00513631610036885,92.7295877536693,0.379347079932681,0,0,0.114812711972283,0.0669499939964485,0.375959241212089,0.355269782583864,1.37493944565455,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_19","S2_epigenome_v1",213709,100
"PPF_map",8,1,1,1,0.997697943769412,0.00129621463356881,44.0425502460461,0.111667603409622,1,0,0.0665963914264322,0.0315660170660099,0.362226927452263,0.345642502505651,6.25798109769821,250,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_19","S2_epigenome_v1",213709,100
"PPF_mcmc",8,1,1,1,0.997540852806177,0.00178753462409356,46.5697193236798,0.11079279063412,1,0,0.0662560899617263,0.0313368233886995,0.362223825529538,0.34564856008319,31.6082841714223,NA,148.663976703812,251.387348248417,389.859314589082,988.671998474019,1484.20567273297,150,150,460.144635875712,"Simulation_19","S2_epigenome_v1",213709,100
"CompNMF",7,0.875,1,0.933333333333333,0.966984517445582,0.00561067941027514,247.843235319181,0.406033659896552,0,0,0.0920896208838043,0.125539003689835,0.410241604381904,0.492688061513094,0.0206949154535929,3906,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_20","S2_epigenome_v1",219847,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.966817769534921,0.00550876614050317,126.196803379909,0.406033659896552,0,0,0.0921055137865218,0.125507355315682,0.410240778735895,0.492670888494641,1.05866967042287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_20","S2_epigenome_v1",219847,100
"PPF_map",8,1,1,1,0.996991411432866,0.00138053806367666,60.4716039528906,0.120405206902334,1,0,0.0442237538801301,0.0515711353624061,0.394785773938886,0.472535749882235,9.03940777778626,380,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_20","S2_epigenome_v1",219847,100
"PPF_mcmc",8,1,1,1,0.997073349900899,0.00178810081900658,58.7230625262782,0.119172683420087,1,0,0.0438785204201937,0.0510293933402039,0.394776718512496,0.472571940347731,32.5027024825414,NA,154.631115998978,292.444107354428,432.720699511725,1028.73307258296,1468.7953499412,150,150,150,"Simulation_20","S2_epigenome_v1",219847,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.961900175341616,0.00572877103629443,126.934060218731,0.34480530504197,0,0,0.07461782421763,0.0641707495325316,0.317870480095418,0.305835901201418,0.0388368288675944,5786,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S3_epigenome_v4",168113,100
"SignatureAnalyzer",7,0.75,0.857142857142857,0.8,0.95995062432193,0.00595683800593718,129.299154598316,0.34480530504197,0,0,0.0746000000931951,0.0642401215253927,0.317869568472009,0.305842801786022,1.76433809598287,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S3_epigenome_v4",168113,100
"PPF_map",8,1,1,1,0.99177213400732,0.00242338400189845,41.210938658053,0.192913801107941,1,0,0.0566785788831574,0.0479940282711212,0.315495223481759,0.303998749977887,6.71860374609629,330,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S3_epigenome_v4",168113,100
"PPF_mcmc",8,1,1,1,0.991766486428568,0.00338417894447925,47.5959167868259,0.192286496648488,1,0,0.0565513358999186,0.0479603980694681,0.31549713391847,0.303997852820608,26.0295138676961,NA,137.823637606756,184.984479655096,312.723717132119,876.741006581887,1516.84255571619,150,150,150,"Simulation_01","S3_epigenome_v4",168113,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.95668788275345,0.00597166941700105,98.1567519142266,0.361201910451633,0,0,0.0599747447419247,0.0713156025053608,0.351401468323642,0.350015695410884,0.00604135990142822,3562,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S3_epigenome_v4",194913,100
"SignatureAnalyzer",8,0.75,0.75,0.75,0.955199017938781,0.00638797729159161,82.4661929635976,0.361201910451633,0,0,0.0600000552729486,0.0712333009014873,0.351400213421418,0.350002407452178,1.20455407698949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S3_epigenome_v4",194913,100
"PPF_map",8,0.875,0.875,0.875,0.983958379808034,0.00352914584882063,61.5847531523073,0.203827819629275,0.95,0.05,0.0407177540607262,0.0489591288908788,0.348864611801265,0.346590609074754,8.78020065228144,380,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S3_epigenome_v4",194913,100
"PPF_mcmc",8,1,1,1,0.99138559051182,0.00316843837604643,51.8008996989674,0.20102112957348,0.975,0,0.0406128412876339,0.0486728215937857,0.348860197650276,0.346583890922635,27.3094702442487,NA,130.806687205983,177.985645438986,310.416574659635,674.13487200318,1469.73859965642,200.684873658136,89.8977248295919,150,"Simulation_02","S3_epigenome_v4",194913,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.963502746248933,0.00654832790439949,130.998093474015,0.340792606147497,0,0,0.0674650065593655,0.0853139280828872,0.335650932780383,0.332491848033418,0.0291066447893778,5585,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S3_epigenome_v4",181758,100
"SignatureAnalyzer",7,0.75,0.857142857142857,0.8,0.966376878689529,0.00556143156666243,123.359504392719,0.340792606147497,0,0,0.0674729753572715,0.0852742016045696,0.335649938647013,0.332485641314085,1.27813277641932,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S3_epigenome_v4",181758,100
"PPF_map",8,1,1,1,0.992071925447027,0.00268124672833614,55.9971580087952,0.188150809594967,0.975,0,0.0464301382776333,0.0637844564288383,0.332939103955593,0.330136524076124,7.43520476818085,370,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S3_epigenome_v4",181758,100
"PPF_mcmc",8,1,1,1,0.993216658588209,0.00282393026913339,55.5513774641336,0.187204175408222,0.975,0,0.0462898999920585,0.0636674133370378,0.332937561870146,0.330141145107703,25.6446156581243,NA,139.744506264998,173.628840200488,321.957002669097,715.997743332955,1539.85027190552,91.6705604449587,114.241297373079,69.7085125802229,"Simulation_03","S3_epigenome_v4",181758,100
"CompNMF",7,0.875,1,0.933333333333333,0.976711483880772,0.00566302424100118,97.6942522074624,0.307648546349865,0,0,0.0491236601635779,0.0263960248133445,0.298341663088166,0.285314468428093,0.0424378991127014,7113,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S3_epigenome_v4",157952,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.959324273494176,0.0056656944555141,73.2725041392545,0.307648546349865,0,0,0.0491143325754066,0.0265543244654281,0.298340140773166,0.2853202375968,1.68096631765366,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S3_epigenome_v4",157952,100
"PPF_map",8,1,1,1,0.989886390732857,0.00347986983685033,43.1485647945331,0.171083656615467,1,0,0.0378434755113264,0.0178002763330319,0.29699619254301,0.284380590442325,4.39743631680807,250,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S3_epigenome_v4",157952,100
"PPF_mcmc",8,1,1,1,0.992916267951464,0.00478439371386474,43.7908818332016,0.170692596414885,1,0,0.0377374798381398,0.0179322262888094,0.296995609971211,0.284381070241372,25.0456192334493,NA,120.599681890838,162.769253594905,283.984868954325,530.059903532742,1495.60717543253,150,117.51361879584,150,"Simulation_04","S3_epigenome_v4",157952,100
