"model","Kest","Sensitivity","Precision","F1","cosine_R","rmse_sig","rmse_theta","rmse_Betas","sign_Betas","fp_Betas","rmse_lambda_in","rmse_lambda_out","rmse_counts_in","rmse_counts_out","time","iter","effectiveBetas","effectiveSigs","effectiveTheta","effectiveMu","effectiveSigma2","effectiveLogPost","effectiveLogLik","effectiveLogPrior","Simulation","Scenario","n","J"
"CompNMF",7,0.875,1,0.933333333333333,0.974522514205641,0.00497104938060049,138.190099974743,0.397463398929414,0,0,0.116669700520649,0.196047509927916,0.454537356713968,0.530079741002502,0.0249106844266256,3305,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S1_epigenome_v025",240198,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.959455041484945,0.00510502662730622,117.983667561238,0.397463398929414,0,0,0.11667386203975,0.196034232890002,0.454537890784266,0.530069870603941,1.68334397872289,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S1_epigenome_v025",240198,100
"PPF_map",8,1,1,1,0.9983146276595,0.00108518337584315,27.998634537466,0.0454256272818582,1,0,0.0228294089882427,0.0378160626607026,0.403483526453299,0.441197456836319,7.77820320924123,300,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S1_epigenome_v025",240198,100
"PPF_mcmc",8,1,1,1,0.99822065400049,0.00146727413731997,29.8034297300229,0.0446184403733305,1,0,0.022273554490859,0.036900862446969,0.403448777381601,0.441198087589279,34.5374853690465,NA,166.083290665462,331.871681576291,445.062398403657,943.357586640944,1491.64770133771,150,85.4523702338754,150,"Simulation_01","S1_epigenome_v025",240198,100
"CompNMF",7,1,1,1,0.980738606040734,0.00628285439029529,270.586633690413,0.368702601531329,0,0,0.0729201698852156,0.0997410724193413,0.357120396601289,0.371672891765492,0.00613938172658285,3986,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S1_epigenome_v025",203943,100
"SignatureAnalyzer",8,1,1,1,0.978490669237368,0.0046641517236453,114.040704884752,0.368702601531329,0,0,0.0729265895948236,0.0997510036746808,0.357119363145007,0.371672878879993,1.88206609487534,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S1_epigenome_v025",203943,100
"PPF_map",8,1,1,1,0.998602823808132,0.00145307924310593,27.8546629035185,0.0440051070927448,1,0,0.010997554671086,0.0176483804905301,0.337802091340784,0.339703175080555,5.39241435527802,260,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S1_epigenome_v025",203943,100
"PPF_mcmc",8,1,1,1,0.99868126237106,0.00191209293280105,28.772652758721,0.0417417332252412,1,0,0.0105079846081436,0.0160373466897153,0.337807630500248,0.339785438722872,30.9675834019979,NA,160.388011235686,319.595489088689,403.377192695121,1081.85307126202,1478.89529906822,150,150,150,"Simulation_02","S1_epigenome_v025",203943,100
"CompNMF",7,0.875,1,0.933333333333333,0.967720055736566,0.00498173502359451,113.301107962639,0.339428994338906,0,0,0.111301167749589,0.0828805089648386,0.404559926621906,0.357029899089324,0.0220810135205587,3978,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S1_epigenome_v025",213209,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.964655168569894,0.0048075891609787,86.6336067248367,0.339428994338906,0,0,0.111299510955101,0.0829252259680136,0.404559074710203,0.357044421346524,2.38491976658503,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S1_epigenome_v025",213209,100
"PPF_map",8,1,1,1,0.997983249592848,0.00147805608197985,24.7919342840053,0.0371136525471491,0.95,0,0.0253861090862424,0.0144706335700426,0.36489863473901,0.333621015088835,8.23122357924779,330,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_03","S1_epigenome_v025",213209,100
"PPF_mcmc",8,1,1,1,0.99767331688458,0.00224796744217674,28.683146581436,0.0364255255225742,0.975,0,0.0249878364412999,0.014324279671368,0.36489480178609,0.333626509247284,32.2584851861,NA,156.623053877136,311.093597096034,414.806175605072,923.60652972627,1463.28574377506,150,150,150,"Simulation_03","S1_epigenome_v025",213209,100
"CompNMF",7,0.875,1,0.933333333333333,0.97465203909387,0.00529213502771965,117.505641461125,0.369067598784815,0,0,0.166751412667272,0.06426123693223,0.427856887792622,0.330232933945159,0.0325593988100688,7622,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S1_epigenome_v025",208469,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.959072580041884,0.00618526847361322,87.7399875730889,0.369067598784815,0,0,0.166748613311544,0.0643550628807406,0.427853349463587,0.330259185621563,1.72006657123566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S1_epigenome_v025",208469,100
"PPF_map",8,1,1,1,0.998086655881149,0.00119259742980145,31.6776927539539,0.0430559544920767,1,0,0.0416694392246013,0.00875297752580578,0.370555550442779,0.314247680266635,5.84007857640584,250,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_04","S1_epigenome_v025",208469,100
"PPF_mcmc",8,1,1,1,0.998121079906174,0.00240832741096791,30.1818632877971,0.0419676133390083,1,0,0.0413122256305271,0.0086403770178724,0.370558896629267,0.314254198234006,33.0599913160006,NA,142.585031034084,289.074859481054,423.124767861426,1127.78156188864,1500,150,150,187.861883186229,"Simulation_04","S1_epigenome_v025",208469,100
"CompNMF",7,0.875,1,0.933333333333333,0.957099458188007,0.00587169209273113,86.6462082237047,0.280453007632363,0,0,0.0461594289836623,0.0498524137301098,0.294616179811009,0.311043374609906,0.0154590566953023,3377,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_05","S1_epigenome_v025",163554,100
"SignatureAnalyzer",7,0.875,1,0.933333333333333,0.959993213348732,0.00574380106953948,80.1164117388697,0.280453007632363,0,0,0.0461577881535147,0.0497870382771881,0.294615099233663,0.311030682524315,1.61333793401718,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_05","S1_epigenome_v025",163554,100
"PPF_map",9,1,0.888888888888889,0.941176470588235,0.986925511071357,0.0185769671401645,95.1708294180197,0.107745784804883,1,0,0.0100748184756017,0.0113738636104527,0.287106996933099,0.301011784006444,5.62729984521866,290,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_05","S1_epigenome_v025",163554,100
"PPF_mcmc",8,1,1,1,0.99631596044335,0.0027984603458464,25.6664300856723,0.0351106023492271,1,0,0.00973928908810174,0.010483485572542,0.287105811860961,0.301020002710485,22.2325132211049,NA,139.358358560944,244.13326664567,377.487236497202,739.255741540061,1471.1587621548,150,150,150,"Simulation_05","S1_epigenome_v025",163554,100
"CompNMF",7,1,1,1,0.980133610035202,0.00617033027574055,221.041269762455,0.361199463169717,0,0,0.0774616075557748,0.0555324028673732,0.364119173157723,0.340094047928217,0.07687695423762,11115,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_06","S1_epigenome_v025",214678,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.972014544321227,0.00472676577918435,105.007195718952,0.361199463169717,0,0,0.0774591765621345,0.0556485963429449,0.364118148003311,0.340110554127249,2.00226883888245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_06","S1_epigenome_v025",214678,100
"PPF_map",8,1,1,1,0.9980600673433,0.00128143387935084,20.9769007513741,0.0424778487782471,0.975,0,0.0154550133541127,0.00863464625784184,0.343511336779736,0.327281712660844,3.42170488834381,150,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_06","S1_epigenome_v025",214678,100
"PPF_mcmc",8,1,1,1,0.998030236332881,0.00159070872109785,23.6781942628319,0.0407791466555162,0.975,0,0.0150072210515099,0.00850019623302806,0.343511148775464,0.32729244164652,32.2695442994436,NA,151.062678075744,292.859664775062,458.976516260256,1086.27504674879,1624.40903965468,150,150,150,"Simulation_06","S1_epigenome_v025",214678,100
"CompNMF",8,0.875,0.875,0.875,0.967272019154762,0.00651027795278,194.574690881522,0.400678632705399,0,0,0.198628580442861,0.133712446852922,0.692711985932325,0.524318582354152,0.026956832408905,3764,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_07","S1_epigenome_v025",280629,100
"SignatureAnalyzer",8,1,1,1,0.981295932760302,0.00515507813743696,141.867524387957,0.400678632705399,0,0,0.198635507734316,0.133737891023816,0.692713902451571,0.524317879904665,3.29381817181905,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_07","S1_epigenome_v025",280629,100
"PPF_map",8,1,1,1,0.998771611519131,0.00120853777539215,45.163562840327,0.0467873367354646,0.975,0,0.0405516020626381,0.0214498831727952,0.569135399456143,0.463531562929663,12.4713750839233,400,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_07","S1_epigenome_v025",280629,100
"PPF_mcmc",8,1,1,1,0.998813621199087,0.00200434756621883,44.930786218964,0.0459417979374694,0.975,0,0.0397122101273606,0.0212868872419585,0.569202971851938,0.463593605943739,40.2566640853882,NA,145.077475393391,352.176286471039,449.804561111723,1119.92979149881,1451.99956523489,150,150,118.025319773172,"Simulation_07","S1_epigenome_v025",280629,100
"CompNMF",7,0.875,1,0.933333333333333,0.970385787747211,0.00554179560767614,127.36607758607,0.339596574561612,0,0,0.129469644072184,0.226722981739396,0.411936836617895,0.626532351562717,0.025553297996521,4772,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_08","S1_epigenome_v025",192499,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.961391642978758,0.00517498149747707,88.1149828329912,0.339596574561612,0,0,0.129471078817319,0.226709246722489,0.411935737586687,0.626529983214939,1.67969893217087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_08","S1_epigenome_v025",192499,100
"PPF_map",8,1,1,1,0.997284214190102,0.00167602720566018,27.7927767454474,0.04056756886228,1,0,0.0280151832141351,0.0514121227191232,0.363873636673565,0.512361645762411,9.61455570459366,430,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_08","S1_epigenome_v025",192499,100
"PPF_mcmc",8,1,1,1,0.997312049088663,0.00319827291150237,27.9099641286044,0.0379156533543624,0.975,0,0.0275060558283066,0.0496784105125365,0.363907328658067,0.512192980591458,26.0950240691503,NA,145.360293541438,299.213748508871,395.638341945059,835.601811818275,1441.52707691515,150,111.87248402571,150,"Simulation_08","S1_epigenome_v025",192499,100
"CompNMF",7,0.875,1,0.933333333333333,0.971080320396181,0.00579899090728774,154.829822128354,0.408691060956585,0,0,0.27720349851046,0.158030065944521,0.742235687878651,0.558958916840483,0.00760283470153809,3001,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_09","S1_epigenome_v025",287619,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.966282763187847,0.00532649023599137,93.07656545529,0.408691060956585,0,0,0.277205553777166,0.158113107840992,0.742234990382083,0.558983385818002,1.66856123209,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_09","S1_epigenome_v025",287619,100
"PPF_map",8,1,1,1,0.997670942688301,0.0012296213815904,51.8421895149417,0.0462224659735534,1,0,0.0484842938863696,0.0175672679647178,0.626520741921271,0.486263463665578,11.3758856495221,370,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_09","S1_epigenome_v025",287619,100
"PPF_mcmc",8,1,1,1,0.997686781410111,0.00181869800629106,51.5201517618458,0.0459996704290875,1,0,0.0477157184444797,0.0173130150599657,0.626597816234072,0.486307404151528,42.6495464205742,NA,160.460498941034,347.136461125768,484.478306356341,1352.38755303903,1442.61828339118,225.072137321057,150,229.432744790314,"Simulation_09","S1_epigenome_v025",287619,100
"CompNMF",8,0.875,0.875,0.875,0.971642705955723,0.00507024036745133,157.265524253592,0.413920515469787,0,0,0.15566015019126,0.12129792039839,0.447954750585912,0.423901124750123,0.0288327217102051,5249,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_10","S1_epigenome_v025",239028,100
"SignatureAnalyzer",8,1,1,1,0.978560486094736,0.00463825558475256,120.147337332457,0.413920515469787,0,0,0.155652055901463,0.12129959595053,0.447953673656032,0.423897930508318,2.74107657670975,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_10","S1_epigenome_v025",239028,100
"PPF_map",8,1,1,1,0.998769094083649,0.00128939101641152,39.9573829026708,0.0464495159013487,0.975,0,0.0421485008220021,0.0251362713696309,0.387464065984837,0.378655162437155,12.6034535368284,470,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_10","S1_epigenome_v025",239028,100
"PPF_mcmc",8,1,1,1,0.998734582356165,0.0018813583684162,40.1487614966422,0.0453869825248441,1,0,0.0415822323851541,0.0246296838629708,0.38746867563349,0.378659617229916,35.4492231567701,NA,175.253480420834,363.188808188661,502.306005848188,1315.88381777048,1471.04830835324,150,150,150,"Simulation_10","S1_epigenome_v025",239028,100
"CompNMF",7,0.875,1,0.933333333333333,0.969724080693093,0.00555248702457371,107.999057712728,0.333200018106237,0,0,0.0738193434407753,0.10700444124204,0.363782028857646,0.423616356541282,0.00770752827326457,5103,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_11","S1_epigenome_v025",205201,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.957233275489096,0.00617490435392967,87.443192716263,0.333200018106237,0,0,0.0738261533428805,0.106931010025896,0.363782720134066,0.423592127833805,2.31055961449941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_11","S1_epigenome_v025",205201,100
"PPF_map",8,1,1,1,0.990125689500956,0.00240048235271633,37.7422178432481,0.0423615877452084,0.975,0,0.0147854917544559,0.0204521245210297,0.340581343584076,0.382262330309179,7.859781285127,350,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_11","S1_epigenome_v025",205201,100
"PPF_mcmc",8,1,1,1,0.992795533743806,0.00283775126531541,36.0758634886817,0.0400648466235464,0.975,0,0.0144247507135543,0.0195656670332983,0.34057693038029,0.382287878475232,27.5823783238729,NA,153.087346536542,296.080097554393,411.685093439823,1001.5277368834,1450.84900547014,239.809650041646,150,328.950548414534,"Simulation_11","S1_epigenome_v025",205201,100
"CompNMF",7,0.875,0.857142857142857,0.865979381443299,0.967757044301046,0.00638100318220573,148.198390862931,0.31164644819286,0,0,0.0470093954097204,0.0366906722732929,0.28686353663505,0.269695064698284,0.0274068593978882,4265,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_12","S1_epigenome_v025",149603,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.962491552273884,0.00466378242245068,75.3987134776714,0.31164644819286,0,0,0.047006396766614,0.0368160470032837,0.286862557539664,0.269713471162633,1.87208700577418,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_12","S1_epigenome_v025",149603,100
"PPF_map",8,1,1,1,0.996447207918223,0.00188200065874227,21.6390593686094,0.038460720514563,1,0,0.00782980092483889,0.00517686975923397,0.279748166154676,0.264308211601117,2.49894956350327,140,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_12","S1_epigenome_v025",149603,100
"PPF_mcmc",8,1,1,1,0.996042415220803,0.00259829807704455,27.6599386542959,0.0373537093389587,1,0,0.00743998130106109,0.0051154678508896,0.279747240976242,0.264310900263065,24.0487734278043,NA,136.690178332502,231.897138188287,364.015034340553,808.77993336074,1396.6241102831,150,150,150,"Simulation_12","S1_epigenome_v025",149603,100
"CompNMF",7,0.875,1,0.933333333333333,0.977301561514968,0.00519901297455248,136.529153571922,0.35200661646053,0,0,0.0583157507344903,0.0838950313585451,0.330804968910351,0.368072579759199,0.0206146478652954,13692,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_13","S1_epigenome_v025",194084,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.96720007839367,0.00445307359742031,83.7453768941333,0.35200661646053,0,0,0.0583145676450037,0.0838385422978951,0.330804221366217,0.368057391993271,1.54182484149933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_13","S1_epigenome_v025",194084,100
"PPF_map",8,1,1,1,0.99821097222087,0.00121134595204119,25.3413601322028,0.0404686711927714,1,0,0.0123206934854429,0.0173999101131229,0.316896529282643,0.34248905533643,2.9971403559049,170,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_13","S1_epigenome_v025",194084,100
"PPF_mcmc",8,1,1,1,0.998185575446719,0.00171875870905866,27.5577243185538,0.0392069972228701,1,0,0.0118153317056334,0.0165962748827112,0.316892514741067,0.342513169298621,26.5358209967613,NA,155.843746304683,310.629800938818,443.504063911306,970.375718468442,1446.72010549489,216.898761844424,119.280592267761,115.965478099599,"Simulation_13","S1_epigenome_v025",194084,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.939224318723249,0.00670422410373898,122.206218232205,0.375531836095482,0,0,0.100103961766299,0.119424556199502,0.383758556914766,0.427813529428,0.00733059644699097,4896,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_14","S1_epigenome_v025",220191,100
"SignatureAnalyzer",8,0.75,0.75,0.75,0.950121682406121,0.00591091917337547,87.8791340164414,0.375531836095482,0,0,0.100107538506114,0.119368330916551,0.383758486716764,0.427796880749379,2.96608039538066,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_14","S1_epigenome_v025",220191,100
"PPF_map",8,1,1,1,0.996477277038935,0.00148631277456574,28.0805361796752,0.0446454258890026,1,0,0.0177687616684159,0.0209687016920225,0.353570772063122,0.38539757997896,4.45125528176626,190,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_14","S1_epigenome_v025",220191,100
"PPF_mcmc",8,1,1,1,0.996812606370743,0.00187897362860913,29.877031491408,0.0443597126680831,1,0,0.0173507634233598,0.0202068901414747,0.35357088432571,0.385415092297207,32.8752440373103,NA,167.410017519798,273.824795313546,439.940198625637,860.00209266096,1473.82743316092,225.221542752222,150,150,"Simulation_14","S1_epigenome_v025",220191,100
"CompNMF",7,0.875,1,0.933333333333333,0.969489068882846,0.00607531808513406,102.983184701475,0.355817749995412,0,0,0.0922205944414415,0.0553029305001311,0.346217046808825,0.305868693443538,0.00861562887827555,5172,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_15","S1_epigenome_v025",186792,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.959540411860387,0.00706905882559945,83.174026909219,0.355817749995412,0,0,0.092213718347588,0.05545475377024,0.346216423159824,0.305901805415221,3.00771426757177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_15","S1_epigenome_v025",186792,100
"PPF_map",8,1,1,1,0.997981168928408,0.00113786198285579,24.1413871783057,0.0410086908430499,1,0,0.0206761250937787,0.00666976085663053,0.321210381923587,0.294491622061273,3.71646504402161,180,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_15","S1_epigenome_v025",186792,100
"PPF_mcmc",8,1,1,1,0.997822996595478,0.00153982296011444,25.3307564371167,0.0398750649372902,1,0,0.0202103893897205,0.0066036284829789,0.321209604693573,0.294492251646653,26.317674823602,NA,151.25244190976,301.293035870554,440.005148269967,1052.0133583258,1501.80504662321,150,83.7660577589978,155.979905030603,"Simulation_15","S1_epigenome_v025",186792,100
"CompNMF",7,0.875,1,0.933333333333333,0.966842411353186,0.00507305612981012,138.991412036428,0.351061608501677,0,0,0.0635043654072331,0.0425598882757502,0.327685224859426,0.303250139757721,0.0214548707008362,12968,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_16","S1_epigenome_v025",181730,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.960193940357296,0.00492946424967995,95.2181257629424,0.351061608501677,0,0,0.0635020835395264,0.0426584629118516,0.327683374393862,0.303261211491994,1.85854612986247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_16","S1_epigenome_v025",181730,100
"PPF_map",8,1,1,1,0.997999742062544,0.00133736304449872,23.7775900363204,0.0412183448403268,1,0,0.0125584184925924,0.00703315118248221,0.313448302304501,0.295177394027255,5.71105097134908,280,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_16","S1_epigenome_v025",181730,100
"PPF_mcmc",8,1,1,1,0.997948606433868,0.00238107594413576,26.9944396178502,0.0400207266249664,0.975,0,0.0121450805123724,0.00688754320951899,0.313446292322096,0.29517524819089,27.4515526374181,NA,141.928815536469,279.850392024541,427.302473558147,986.284609854665,1498.77093191561,150,150,150,"Simulation_16","S1_epigenome_v025",181730,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.96308932676116,0.00621881910788195,191.899204294964,0.370341639971536,0,0,0.103006624805634,0.110216207597953,0.372935084798077,0.406741019581107,0.027996031443278,5087,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_17","S1_epigenome_v025",213273,100
"SignatureAnalyzer",7,0.75,0.857142857142857,0.8,0.965822485651441,0.00573470991846851,186.956678232921,0.370341639971536,0,0,0.103005174548629,0.110203437859715,0.3729338059947,0.406737329429617,2.1332451581955,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_17","S1_epigenome_v025",213273,100
"PPF_map",9,1,1,1,0.987686309621529,0.00644628014130396,144.323306215927,0.165240624898554,1,0,0.0223776135418868,0.0256765739603406,0.346476690219357,0.366494358206152,5.0833652416865,210,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_17","S1_epigenome_v025",213273,100
"PPF_mcmc",8,1,1,1,0.997996420192981,0.00161251482317461,31.8476973952957,0.0422205266087605,1,0,0.0217711546672247,0.0240800113469261,0.346473268648709,0.366245485863144,32.6765971620878,NA,163.174868990344,287.447785753808,460.545645882939,1128.09617469136,1454.04923361124,150,150,291.093735101123,"Simulation_17","S1_epigenome_v025",213273,100
"CompNMF",7,0.875,1,0.933333333333333,0.969979503046885,0.00550367050712926,158.825808192604,0.328160609454236,0,0,0.0732060076471795,0.0515088114651686,0.362903938568375,0.333708958571011,0.0103853543599447,4119,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_18","S1_epigenome_v025",195710,100
"SignatureAnalyzer",8,0.75,0.75,0.75,0.968483293217993,0.00480850254953765,91.9896032500998,0.328160609454236,0,0,0.0732120030319705,0.0515864525404876,0.362902953935074,0.333721512949278,1.68465917905172,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_18","S1_epigenome_v025",195710,100
"PPF_map",8,1,1,1,0.998329835366311,0.00140217016869728,29.8304138732722,0.0342584757755306,0.975,0,0.0111939168185265,0.00712167897234196,0.340420037445998,0.319188003559588,10.9886642972628,470,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_18","S1_epigenome_v025",195710,100
"PPF_mcmc",8,1,1,1,0.998038744641998,0.00219696891366141,32.307192179641,0.0335373375722738,0.95,0,0.0108665218896374,0.00709378307970454,0.340418065600291,0.319194870316424,30.178512263298,NA,144.320681872291,285.420717886918,371.791858972793,982.035061678787,1500,150,110.636668578857,150,"Simulation_18","S1_epigenome_v025",195710,100
"CompNMF",7,0.75,0.857142857142857,0.8,0.962502517990905,0.00579639921212252,138.914898425123,0.342753758971301,0,0,0.085883018673494,0.050706466927195,0.38012407348878,0.32924031478723,0.0359817822774251,5840,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_19","S1_epigenome_v025",206600,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.961118642812978,0.00479826633974932,90.2229395455676,0.342753758971301,0,0,0.0858816431639826,0.0508721796938286,0.380123295378598,0.329269612356188,1.90840537945429,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_19","S1_epigenome_v025",206600,100
"PPF_map",9,0.875,0.777777777777778,0.823529411764706,0.981619177971495,0.00960625002082807,174.953225743467,0.174366316022886,0.975,0,0.0175837200136241,0.00659109344649557,0.353745346828043,0.314684449471697,6.1797018567721,240,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_19","S1_epigenome_v025",206600,100
"PPF_mcmc",8,1,1,1,0.996752827773362,0.00184161143668606,33.4094987359404,0.0388319510867031,0.975,0,0.0169253574586146,0.00669700899187756,0.353750240538173,0.314684611024359,31.9601146697998,NA,153.764248212572,288.066545021432,445.791678592503,933.161908338675,1492.91629798861,150,150,150,"Simulation_19","S1_epigenome_v025",206600,100
"CompNMF",7,0.875,1,0.933333333333333,0.972959390823473,0.00536166259308021,133.052228638615,0.363794962096805,0,0,0.0739531969745137,0.111916082588317,0.349206866733083,0.382291252260618,0.00830212434132894,5655,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_20","S1_epigenome_v025",196592,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.965033791275472,0.00461246928813147,92.5574498523021,0.363794962096805,0,0,0.073957319523772,0.111872146950945,0.349206056686614,0.382275479916995,1.85039678414663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_20","S1_epigenome_v025",196592,100
"PPF_map",8,1,1,1,0.997428816957075,0.00141895366696317,22.1289719084274,0.0428216543464514,0.95,0,0.0123032317014556,0.0238602561200874,0.328884362024306,0.346440204301287,8.52992821534475,390,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_20","S1_epigenome_v025",196592,100
"PPF_mcmc",8,1,1,1,0.997314597751853,0.00167412735645779,23.0094626053023,0.0411607695270912,1,0,0.0118855570730298,0.0218315898776514,0.328880639841112,0.346443470622985,28.831925201416,NA,161.180142812889,296.081515787111,458.412208479587,1159.96725638344,1530.41665259064,150,150,203.89429332875,"Simulation_20","S1_epigenome_v025",196592,100
"CompNMF",7,1,1,1,0.974616663176555,0.00570065586174836,188.377190243506,0.319485328183113,0,0,0.0432335067259965,0.0429269839387094,0.300265894375689,0.306154456051343,0.0343987584114075,6163,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S2_epigenome_v1",167248,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.964569384513152,0.00496620375343999,87.0320383065172,0.319485328183113,0,0,0.0432349457944772,0.0428993782974488,0.300264932745719,0.306148105846084,1.78959491252899,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S2_epigenome_v1",167248,100
"PPF_map",8,1,1,1,0.997118981025361,0.00148541500397828,25.5065120844825,0.0962126254533349,0.975,0,0.0221996155321067,0.0187042764744557,0.296577787663919,0.301965137401051,5.44044274886449,260,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_01","S2_epigenome_v1",167248,100
"PPF_mcmc",8,1,1,1,0.997165275510634,0.00202712144726969,27.0993527284305,0.094229991081024,0.975,0,0.0218871566834354,0.0185419045650047,0.296577541995865,0.301967854108885,26.5925373037656,NA,138.128101545034,221.427598293403,375.938913043359,739.250683273673,1463.44044017499,150,150,150,"Simulation_01","S2_epigenome_v1",167248,100
"CompNMF",7,1,1,1,0.975600961834779,0.00583930724675912,128.845995537128,0.324914006681445,0,0,0.0514017641702461,0.0457360149620034,0.309906967861127,0.310023473116883,0.0168332934379578,7050,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S2_epigenome_v1",169703,100
"SignatureAnalyzer",8,0.875,0.875,0.875,0.962241921629771,0.00544327997865473,82.4436189496995,0.324914006681445,0,0,0.0514052669400645,0.0457647657275244,0.309906181092249,0.310024058901,1.77838016351064,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S2_epigenome_v1",169703,100
"PPF_map",8,1,1,1,0.997310730073381,0.00165948030344418,26.2550694121669,0.0940410659394691,1,0,0.0230766337463031,0.0183553957609753,0.304265839462123,0.305035467353379,4.32309359312057,210,NA,NA,NA,NA,NA,NA,NA,NA,"Simulation_02","S2_epigenome_v1",169703,100
"PPF_mcmc",8,1,1,1,0.996815396244594,0.00321124274624955,33.2226197295576,0.0928152539622431,1,0,0.0228301608608358,0.0182524798060091,0.304265216571799,0.305036666621698,26.9334193428357,NA,132.486994958161,236.847113917887,340.685248663612,936.672911438527,1502.97204241833,93.4017347570042,111.70184952002,150,"Simulation_02","S2_epigenome_v1",169703,100
