"model","rmse_counts_in","rmse_counts_out","rmse_Betas","sign_Betas","fp_Betas","attribution_acc_in","attribution_acc_out","estim_error_in","estim_error_out","brier_in","brier_out","ece_in","ece_out","mce_in","mce_out","oracle_l2_in","oracle_l2_out","oracle_kl_in","oracle_kl_out","n_mut_in","n_mut_out","Simulation","Scenario"
"map_Fixed",0.572750217354806,0.455929302870424,0.155331434115283,0.975,0.0333333333333333,0.818990136082935,0.822011349454897,0.10739654064325,0.104805858390826,0.257519067146087,0.253355972354574,0.00230159370241703,0.00383398815060825,0.193022456499977,0.0531884591996859,0.0543594500602707,0.0528194544405406,0.124139842922464,0.122403562530608,178935,42469,"Simulation_10","S3_epigenome_v4"
"map_Fixed",0.399305663323158,0.395981274384453,0.16684542771891,1,0.0111111111111111,0.745248184504566,0.745544114848722,0.181544199765949,0.180814850836205,0.358025177274443,0.357340307521085,0.00281386534829075,0.00495790278702462,0.188583889888685,0.0345739583527526,0.108323271659497,0.107465427462039,0.220714562873985,0.218805449159951,187139,47297,"Simulation_11","S3_epigenome_v4"
"map_Fixed",0.310729666302955,0.309329920592609,0.136093253483553,1,0.0666666666666667,0.735842214328005,0.736261169187642,0.154100059206631,0.156689832389184,0.369337811729054,0.372907678859764,0.00290293965766611,0.00798386160846967,0.0146156883889498,0.0220741409652301,0.0695052132393647,0.0692556262094544,0.153596072205845,0.153184778977036,135120,34246,"Simulation_12","S3_epigenome_v4"
"map_Fixed",0.371463169458695,0.365512514245536,0.152654424652458,0.975,0.0444444444444444,0.795893588604804,0.797334450524993,0.118559369148875,0.118143017988531,0.28760790235234,0.286625561999964,0.00467618834470797,0.0072748800892714,0.813246291975643,0.80520588902055,0.0550882735307853,0.0559066601886748,0.127698771910749,0.127963408053456,156487,38191,"Simulation_13","S3_epigenome_v4"
"map_Fixed",0.966973937172398,0.776685602504849,0.182908055557473,0.975,0.0222222222222222,0.768253913329325,0.76633465103834,0.162960592049205,0.166462393619776,0.328750434988727,0.329065700570754,0.00333491679447656,0.00476060880755634,0.00751014665980365,0.0174522594751558,0.103319306138422,0.107029977573075,0.213619076205892,0.220530997475114,231197,57929,"Simulation_14","S3_epigenome_v4"
"map_Fixed",0.498916644232823,0.490925608663969,0.150094486952583,0.975,0.0333333333333333,0.830183798916682,0.815665240362402,0.0969813158054896,0.105124650957231,0.242594931852747,0.25869247121154,0.00310777710840727,0.00473542659868654,0.0180711310962731,0.0172166160925656,0.0462395808104482,0.0479997473134104,0.108646083007856,0.111614758244411,197172,49779,"Simulation_15","S3_epigenome_v4"
"map_Fixed",0.416513025764709,0.429502863734844,0.174758716952698,1,0.0222222222222222,0.762349063964687,0.761336789228617,0.17194567666814,0.168612519210037,0.33433183274474,0.337865826119426,0.00215967321900426,0.00528687662060512,0.198998808001492,0.171815794987199,0.111825552760696,0.109816887206292,0.225966609068019,0.224773262882248,183273,43597,"Simulation_16","S3_epigenome_v4"
"map_Fixed",0.383971165520778,0.382746364279766,0.159668352474491,1,0.0444444444444444,0.759302999520127,0.770265600315956,0.14558236060302,0.140254739336493,0.336171657917428,0.321303826409416,0.00195417805318714,0.00351557492699847,0.189321899145352,0.80050630689246,0.0726537917185662,0.0716434586029094,0.16577448875245,0.163512000219343,160459,40512,"Simulation_17","S3_epigenome_v4"
"map_Fixed",0.446514057688735,0.39690339514774,0.163529534753762,0.975,0.0555555555555556,0.757939241348186,0.756203644354913,0.170928243984703,0.17219119128285,0.337132679892003,0.34142457436384,0.00332660374250811,0.00550955423402476,0.195318605196524,0.0216015804909621,0.0983378914301558,0.102123557897027,0.199942805629635,0.205743722096566,168404,43684,"Simulation_18","S3_epigenome_v4"
"map_Fixed",0.318578307493679,0.308560672472173,0.137629312949193,1,0.0222222222222222,0.733502873143921,0.734854905169643,0.164557841563657,0.162862737075894,0.372663377797443,0.371372025619201,0.00325918443727866,0.00461809379161763,0.0109297294915944,0.0394070758056373,0.0804250766919578,0.0794903026529705,0.174552244312722,0.175089103814666,143919,34219,"Simulation_19","S3_epigenome_v4"
"map_Fixed",0.372693044896669,0.392369212827897,0.135147241166759,1,0.0222222222222222,0.777897456568714,0.793099875673436,0.130178218606895,0.118110236220472,0.315395397507234,0.293075431976608,0.00161372824753301,0.00310680481789107,0.806049736727423,0.0156106970958631,0.0615138792494796,0.0565369144194789,0.13583499128321,0.126859695178655,151331,38608,"Simulation_20","S3_epigenome_v4"
"map_Fixed",0.488036137742073,0.453242926176175,0.163491340580025,1,0.111111111111111,0.750053512082465,0.738430631621744,0.169700895623275,0.177026283691675,0.350878414524733,0.365762035926203,0.0062682151333954,0.00637501514435257,0.312910464690681,0.806769099938055,0.0973216010470927,0.100418388714541,0.20528621504584,0.212829148496291,177530,41813,"Simulation_01","S4_hotspots"
"map_Fixed",0.453875187772212,0.436016707001106,0.150488663939522,1,0.0333333333333333,0.772271104310125,0.77539155826918,0.136922978831931,0.135678258561189,0.321687913039568,0.319015499663817,0.00532718171944135,0.00752814995791627,0.194745969299179,0.190283953548004,0.0707716098908316,0.0702134850907184,0.157844321097714,0.159471444621654,156840,37670,"Simulation_02","S4_hotspots"
"map_Fixed",0.477533952186769,0.533348914572839,0.163215466547486,0.95,0.0777777777777778,0.77611403145244,0.79432121930927,0.142075817392632,0.128498344869094,0.317783568388039,0.295202753795432,0.00241689834083624,0.0057885011369745,0.192340585148693,0.18389011220219,0.0741246903003472,0.0693334766761044,0.164264861361972,0.152155572322375,183388,56491,"Simulation_03","S4_hotspots"
"map_Fixed",0.484445783152541,0.430067056689495,0.162781055333398,1,0.0555555555555556,0.794144007787413,0.794099015690478,0.12948354968334,0.125158366630933,0.293318517698039,0.295353410110786,0.00234930201083773,0.00639766600214259,0.191280412850722,0.0196873191505224,0.0702883533500738,0.0695527144213681,0.162075995765238,0.160448915889475,168477,41044,"Simulation_04","S4_hotspots"
"map_Fixed",0.53185813272624,0.574995992194287,0.183060796088004,1,0.0444444444444444,0.756620663931369,0.748415291940628,0.176922257153514,0.185145084452144,0.342816848703048,0.355073290762097,0.00231567898321893,0.00548198133016911,0.189983141036131,0.0144333372819185,0.112572799036081,0.118670823924602,0.234331656732838,0.246061762030309,187670,50798,"Simulation_05","S4_hotspots"
"map_Fixed",0.426680680457006,0.389470650662716,0.137071517154451,0.975,0.0666666666666667,0.753091926217115,0.746833764339235,0.143430601753855,0.149990053709966,0.348937119263426,0.357801730695669,0.00302531349774496,0.00382742250173448,0.19696919721888,0.00991858115688415,0.0731978170990252,0.0762225728344856,0.162086451754094,0.16758162276608,132280,30162,"Simulation_06","S4_hotspots"
"map_Fixed",0.633890734298756,0.635788668917665,0.161740559607282,1,0.0777777777777778,0.801198432818622,0.80307738384935,0.119766459245602,0.119988019916888,0.279464604818175,0.278477937465082,0.00283668840072879,0.00492838525656558,0.18548428973649,0.0151001652706637,0.057546000494491,0.057670113821651,0.131034919956639,0.130719698671638,195255,53422,"Simulation_07","S4_hotspots"
"map_Fixed",0.434683493579114,0.448063797801602,0.154166217948699,0.975,0.0444444444444444,0.762880700922193,0.758447198390001,0.144816328808404,0.149692829149455,0.331531814116254,0.337606796252166,0.00372611974385602,0.00736398280665344,0.185508776101571,0.0358048445289604,0.0711961097070489,0.0738198658442012,0.162301524863887,0.169059125396851,143354,37764,"Simulation_08","S4_hotspots"
"map_Fixed",0.918238336120381,0.956714873849207,0.190923312448194,0.95,0.0888888888888889,0.818275538499733,0.81019945442307,0.124678625379233,0.129592234385517,0.259965814935432,0.271813934615638,0.00799706217465031,0.00851618725701732,0.310518858231916,0.0290269796734883,0.0771115477620255,0.0794716750734841,0.18039174565946,0.185906265369465,237651,56454,"Simulation_09","S4_hotspots"
"map_Fixed",0.51223555771811,0.505630135843688,0.168491573526513,0.95,0.0222222222222222,0.78060424453323,0.770244905255631,0.14912252438029,0.159791741151233,0.309620611007303,0.325780925687644,0.00374485656659487,0.00447842815979962,0.304607647893489,0.0128784320123884,0.0879177941066732,0.0979826228868155,0.188695639057334,0.205694865741643,186216,44752,"Simulation_10","S4_hotspots"
"map_Fixed",0.507091330263683,0.514125715665736,0.18241510009832,1,0.0333333333333333,0.764569729298875,0.771471156944892,0.159906802783654,0.153540928134064,0.331895792587264,0.32262484098581,0.00283616584271887,0.00419592993342304,0.306570122663897,0.187116784470657,0.0941252678566375,0.0899305733611134,0.204961694159036,0.197560945028054,195714,49648,"Simulation_11","S4_hotspots"
"map_Fixed",0.464466534573079,0.4544064496671,0.161030847653743,0.975,0.0333333333333333,0.759598525448406,0.752713348454916,0.164555001394009,0.172581156557157,0.337642241790072,0.345809468207191,0.00153674059084636,0.00379426486872074,0.137850970297931,0.19736727654263,0.0985570197515764,0.103714303471908,0.206707876336744,0.21448150267891,161405,41001,"Simulation_12","S4_hotspots"
"map_Fixed",3.88643531247713,2.85973149308752,0.171146817265902,1,0.0222222222222222,0.836514293605855,0.851783569373446,0.112312821828082,0.103857649655018,0.23246536776768,0.212338772885851,0.00150110069611427,0.00407555238753467,0.015656277992525,0.186799685572086,0.0736596007063142,0.0688739050536863,0.1544339709324,0.146808300976327,253435,71598,"Simulation_13","S4_hotspots"
"map_Fixed",0.808597785329358,0.578067846787038,0.172828019940399,1,0.0444444444444444,0.782672355862476,0.767212472237948,0.144899665095035,0.155728781082611,0.30888522391813,0.328893226719911,0.00294961055397561,0.00467982484554754,0.186583617456547,0.0463474325955326,0.0886581353699298,0.0983987895501838,0.19258338674608,0.212320845773881,183037,45926,"Simulation_14","S4_hotspots"
"map_Fixed",0.492119224493085,0.471905459817554,0.156951966866147,1,0.0555555555555556,0.8106020442132,0.80234798468929,0.112801607752722,0.115010147198603,0.269150144784359,0.281938258200409,0.00245562059051953,0.00499946903704898,0.00846901894272756,0.190590448539318,0.0568681180710356,0.0584229971164897,0.13408555743995,0.137238844199254,162214,38927,"Simulation_15","S4_hotspots"
"map_Fixed",0.710574437424704,0.579936736506741,0.179617519787182,1,0.0444444444444444,0.766194480959462,0.753936534975649,0.165753932202185,0.174037432571142,0.331265804357634,0.349221735344257,0.00128387332759017,0.00647918350559289,0.198899498811017,0.0353909350913569,0.109532714438098,0.109273746250468,0.231936742743166,0.231612787448559,197027,45789,"Simulation_16","S4_hotspots"
"map_Fixed",0.455495246124403,0.474957479045887,0.157752520015631,0.975,0.0666666666666667,0.755184755633706,0.769140419003787,0.15447641138838,0.143343400930054,0.347309677015969,0.327168870531177,0.00352755572468813,0.00393024329811482,0.198263925169812,0.0194657793787685,0.0821570742310144,0.076943659442842,0.17789637028484,0.168082656950253,160374,41718,"Simulation_17","S4_hotspots"
"map_Fixed",0.457732887306255,0.467426727056339,0.148376503364717,0.975,0.0444444444444444,0.753956492306566,0.738886001795247,0.151715852193376,0.167288704114896,0.344396658446585,0.364046535128057,0.00206187645285348,0.00281086410640572,0.192439462643825,0.0247655746960957,0.0772785857714701,0.0853064546613624,0.1668020609825,0.18192921238885,163971,42334,"Simulation_18","S4_hotspots"
"map_Fixed",0.644073872101167,0.782034989496016,0.14556112929773,0.975,0.166666666666667,0.782025063231462,0.795462069878827,0.136070284079688,0.127309245811905,0.310605912863752,0.292454944594861,0.00360691859536254,0.00594293404780244,0.197702740522477,0.030456741763891,0.0768985075693627,0.0737237807514185,0.17105417799965,0.163569513339674,156963,45307,"Simulation_19","S4_hotspots"
"map_Fixed",0.415352170417181,0.412085820322095,0.125369817262111,0.95,0.0666666666666667,0.73493419346473,0.738065544238897,0.151873703319502,0.146192752719462,0.369251957810291,0.364688991550489,0.00200717712101768,0.00264061095102802,0.189430059042041,0.030186560717082,0.069399441228025,0.0692488442200586,0.148518032341764,0.149686820625555,123392,28866,"Simulation_20","S4_hotspots"
"map_Fixed",0.431336780727596,0.457070219607042,0.143601561348216,0.975,0.0555555555555556,0.758186502659574,0.75228521510141,0.14149767287234,0.144050844453447,0.342317550715241,0.351008252626371,0.00355665838429447,0.00452125334391999,0.19053504811078,0.023424427737597,0.0695065205369195,0.0724018064392743,0.153445163849914,0.160952573686159,144384,39493,"Simulation_01","S5_cn_noise"
"map_Fixed",0.454006834041188,0.436106004402014,0.156966964225318,0.95,0.0666666666666667,0.743580877217962,0.751114804043761,0.17441978723837,0.168563910815677,0.358722984148425,0.346446926763032,0.00453653683853125,0.00672173317701706,0.0434768727439287,0.020201950897405,0.0994254491192472,0.0956545236106016,0.208104127619308,0.201879837600714,147489,36105,"Simulation_02","S5_cn_noise"
"map_Fixed",0.465545504350305,0.532029337043292,0.146250479194758,1,0.0888888888888889,0.748907971000383,0.761374590321959,0.147847420994217,0.144351262772315,0.353404158705373,0.336742239825658,0.00309837973752533,0.00517912805090904,0.0279279212220008,0.190568705663795,0.0734862315335117,0.0768929587435967,0.162205507482669,0.167047297484688,154071,41496,"Simulation_03","S5_cn_noise"
"map_Fixed",0.403230005731549,0.40662665998133,0.111690371791917,0.95,0.0333333333333333,0.745736295234683,0.745775563258232,0.133634897886062,0.134062680531485,0.356728484066784,0.359799485918873,0.00597783774146184,0.0062958697676839,0.0187912585988472,0.0261932140019526,0.0552080385035155,0.0561987527077998,0.129338755455803,0.130144579433404,111640,27696,"Simulation_04","S5_cn_noise"
"map_Fixed",0.528157626058676,0.534550427909582,0.15844131620231,1,0.0222222222222222,0.784680151428676,0.78991848991849,0.138134159942612,0.134212784212784,0.3047350990143,0.296573531959113,0.00266923560807803,0.00287125704822702,0.193376487482909,0.022448714154119,0.0785454432323648,0.0771830835918119,0.174123640834206,0.172644279977058,190981,46620,"Simulation_05","S5_cn_noise"
"map_Fixed",0.473615668195693,0.422645884118146,0.164011717970947,0.925,0.0666666666666667,0.792529739622328,0.782985682547519,0.121063779411671,0.124691434213774,0.293753299170392,0.309662051394444,0.00247934002626059,0.00348378908848441,0.19021683845567,0.0343901433859254,0.0581551948328405,0.0625567629806613,0.134658751026715,0.146429777097539,156273,32408,"Simulation_06","S5_cn_noise"
"map_Fixed",0.444383805714658,0.445244574498566,0.144105796239047,1,0.0555555555555556,0.772133934617546,0.78517595394932,0.132818015473944,0.127677882618242,0.319794830714321,0.303878340118242,0.00315243838772507,0.00482470630295195,0.00727404182135405,0.0401239231939715,0.0674537611890426,0.0657409241729236,0.153704664815958,0.149893977877048,138814,33702,"Simulation_07","S5_cn_noise"
"map_Fixed",0.428729132767634,0.484654959689447,0.149761687763672,0.975,0.0888888888888889,0.744909365890012,0.752134007652993,0.148127041185367,0.141954991838591,0.356688772623771,0.350603116050615,0.00491686885912909,0.00555484255547221,0.303433079771002,0.804849114474263,0.0681039948196592,0.0689589417390493,0.156285858757003,0.157951614258727,136869,37371,"Simulation_08","S5_cn_noise"
"map_Fixed",0.472178133710206,0.453084500424101,0.153355798587678,0.975,0.0888888888888889,0.767223594732955,0.757764317180617,0.133038738761684,0.13840859030837,0.327510593750787,0.341442930118501,0.00348293953752073,0.00687169052659776,0.0346488023908592,0.0731421475295969,0.0663714385912017,0.0688968651708762,0.148343821159042,0.156619995304898,157052,36320,"Simulation_09","S5_cn_noise"
"map_Fixed",0.422711662616029,0.452582166474673,0.137040092306951,0.975,0.0333333333333333,0.770243345004908,0.768929346515553,0.134579603557144,0.138353026284061,0.322139427114602,0.322677524180062,0.00460543208234794,0.00209901305362643,0.0568148565839123,0.00732332512894623,0.0619373457579532,0.064572185023061,0.140783696781223,0.147595067636553,136514,33176,"Simulation_10","S5_cn_noise"
"map_Fixed",0.550415801966479,0.456148990740151,0.15947736866852,1,0.0444444444444444,0.797221053145224,0.770451403498227,0.126364007880596,0.145909719300355,0.286052850724482,0.323942903403801,0.00371960118720318,0.00441682166719714,0.805070404846096,0.0447637225968043,0.0656764011892745,0.0770985259238779,0.147876594893864,0.172768821414456,163947,33274,"Simulation_11","S5_cn_noise"
"map_Fixed",0.493509771788875,0.517702187457764,0.165521317075322,1,0.0333333333333333,0.768050780216874,0.773943901998917,0.151050634482833,0.146319947069792,0.32823665146722,0.318735686218549,0.0035519515124185,0.00384107340350359,0.194179750430291,0.0103298302874818,0.0817631057261464,0.078992155289307,0.176007437793527,0.171740248509756,185269,49877,"Simulation_12","S5_cn_noise"
"map_Fixed",0.466015571779211,0.484867957730085,0.172408219273739,0.95,0.0777777777777778,0.771468855746334,0.765023647815659,0.147267828048628,0.152242619864165,0.320342269778097,0.329433414466575,0.0040027537376846,0.00224952603399491,0.193339566215746,0.0141355347515129,0.0781465298442857,0.0804513883943131,0.170456475839329,0.176314771037524,159580,44613,"Simulation_13","S5_cn_noise"
"map_Fixed",0.449070865756173,0.41167662628665,0.140856792735116,0.9,0.0888888888888889,0.729058632311449,0.73715111819201,0.163914355874841,0.157845046320883,0.378957894151786,0.369851106832172,0.00219133562482926,0.00389116306508267,0.0164260737261937,0.029974400955719,0.0780351912305462,0.0760562673175333,0.169549318105311,0.16653289624753,142123,33894,"Simulation_14","S5_cn_noise"
"map_Fixed",0.473486613249053,0.466037329085472,0.160928251918981,1,0.0888888888888889,0.773716004870944,0.782841626302657,0.155404598744061,0.149713782474681,0.320011280526187,0.309536099697007,0.00217235644738723,0.00475020996233662,0.183612553477401,0.021328183352857,0.0915176996760147,0.0883200119018316,0.192703920594973,0.188002119494769,167524,40878,"Simulation_15","S5_cn_noise"
"map_Fixed",0.442807091388152,0.42271814772158,0.14870361729613,0.975,0.0444444444444444,0.764097691441441,0.747859944458759,0.14609375,0.160010306622005,0.332133990806558,0.350243109845637,0.00316600112740748,0.00317802716724675,0.198122387083451,0.0164695641382942,0.0751194838503567,0.0801161470176236,0.166285090636157,0.176446215358279,142080,34929,"Simulation_16","S5_cn_noise"
"map_Fixed",0.496355208085434,0.500049128847005,0.160774997874744,1,0.0666666666666667,0.776641169453007,0.778196471357003,0.1438334349983,0.142147680243956,0.315504564060798,0.313844964902748,0.00671662876704556,0.00642713959722339,0.145558712584781,0.023483711976281,0.0776885432377594,0.0779887620567364,0.171924750665405,0.172890894520856,185249,45910,"Simulation_17","S5_cn_noise"
"map_Fixed",0.437016656370524,0.433938274067871,0.133169134329395,0.95,0.0444444444444444,0.744553509009716,0.743272335844995,0.144954416401535,0.151491166972709,0.358900652385487,0.359718584626003,0.00302390311730549,0.00418584262957031,0.00998112059103196,0.0132240444592704,0.0652181938610268,0.0687218042949848,0.147315530603229,0.156044062720774,140182,31586,"Simulation_18","S5_cn_noise"
"map_Fixed",0.5952049774127,0.565233482215634,0.188566182276678,0.95,0.0555555555555556,0.813690893150588,0.823515060523599,0.128322385376878,0.122304588533358,0.265140335009731,0.252208169495074,0.0027711011621583,0.00228283314510044,0.192524707906127,0.0285759929996292,0.0784015132389344,0.0754764466841104,0.170694572326972,0.165255792178487,226983,53285,"Simulation_19","S5_cn_noise"
"map_Fixed",0.525639514564253,0.551852952640224,0.167277866994758,1,0.0666666666666667,0.790793270250774,0.783353432489169,0.137740272414817,0.142771003617848,0.29654791331563,0.305706346268503,0.00259832890863824,0.00686259234921754,0.198439235034685,0.0179245195883107,0.0793579337868215,0.0827094064060856,0.174125565301138,0.180046594344998,188536,44778,"Simulation_20","S5_cn_noise"
"map_Fixed",0.410808793480132,0.426304436274655,0.131131550465435,0.95,0.1,0.735008846202452,0.725551447150325,0.169728611146215,0.177578732627821,0.373515636851004,0.38588698752299,0.0163361227374898,0.0144027254989269,0.0264684675630099,0.0254532512668925,0.0915819266180644,0.0967793486305958,0.289399469767669,0.294762495189823,126608,31372,"Simulation_01","S6_opportunity"
"map_Fixed",0.48720075670602,0.441648832367588,0.156161131937218,0.925,0.111111111111111,0.746416921450735,0.737579339023856,0.167492583794597,0.174703922569976,0.359061966208894,0.370691627245261,0.00880131053231796,0.00931482539544397,0.18570031476505,0.0270690174031581,0.0993407342158876,0.103136514054286,0.257565442159133,0.269135254536622,175966,41121,"Simulation_02","S6_opportunity"
"map_Fixed",0.459195484673456,0.426237406706174,0.142106994327564,0.9,0.0777777777777778,0.740556563655756,0.732319113635725,0.17279376116798,0.180084924495937,0.368052944615324,0.378763525307535,0.030497703217312,0.0282078294583416,0.0545647307232088,0.0443615143090971,0.101929441046576,0.105263804263493,0.282359130888583,0.291417057318917,144386,35561,"Simulation_03","S6_opportunity"
"map_Fixed",0.482004505812594,0.569906356241274,0.141338369237054,0.95,0.1,0.721636413448612,0.736314117113028,0.180047530152339,0.173513390830685,0.391100271138637,0.371134322253866,0.0220295465183998,0.0215284323014392,0.194721833008896,0.0369417559205282,0.0980557853875903,0.0959341725021723,0.280918912634238,0.281078509680816,156953,44060,"Simulation_04","S6_opportunity"
"map_Fixed",0.502928812271567,0.512520498830649,0.158875362492294,0.9,0.0333333333333333,0.735583172177662,0.731633526402739,0.184573439431887,0.188471567046834,0.372164983300832,0.37533195979292,0.0121407044632832,0.0171119101404954,0.0338889304793183,0.0343247764754149,0.113064356911403,0.115151244787302,0.502392580341845,0.487327645276287,189258,50241,"Simulation_05","S6_opportunity"
"map_Fixed",0.474294537057519,0.434869930375625,0.16439125397043,0.95,0.0333333333333333,0.742198626691636,0.729935678275482,0.16963933989079,0.178941878657936,0.360461162569917,0.381910072508043,0.0184453138226867,0.0195197379729362,0.0417114325884662,0.0340973860186793,0.0931291735187595,0.102200022679919,0.527662515007203,0.641469362191566,165003,34514,"Simulation_06","S6_opportunity"
"map_Fixed",0.418278216626592,0.435915549030586,0.126099931341536,0.975,0.0333333333333333,0.74947115791417,0.74177144105076,0.153275744032738,0.155242878981687,0.353493664740047,0.363141876901647,0.0208721204812781,0.0204370304752571,0.0391846793427255,0.0416655957241564,0.0811508734403243,0.080226800248785,0.232808898919099,0.230086014979262,130001,32053,"Simulation_07","S6_opportunity"
"map_Fixed",0.476669852146819,0.556535657150374,0.158232621424673,1,0.0222222222222222,0.770181418923232,0.78898321730211,0.151359046050532,0.137098710198381,0.323584855317956,0.296935905611869,0.0220196441748264,0.0190024697118705,0.198458830142194,0.0404773989280047,0.0812290753433704,0.073032383774104,0.425021835229687,0.387976864961921,156654,45821,"Simulation_08","S6_opportunity"
"map_Fixed",0.49374824281975,0.469064316189987,0.154826937163777,0.975,0.0555555555555556,0.783123273431895,0.772087602796957,0.1381197991108,0.145037160825014,0.307562390415462,0.320047490711005,0.0142737339158159,0.0165809569177316,0.0407157554905708,0.0305537351918518,0.0748117561108057,0.0765035610165676,0.218553720487224,0.226105601387959,177013,45478,"Simulation_09","S6_opportunity"
"map_Fixed",0.461435673909651,0.434918508827942,0.156034274891016,0.9,0.0333333333333333,0.739339870726732,0.731499107674004,0.164718965813856,0.176293872694825,0.368460890891813,0.382620502811477,0.0191192250168791,0.013371951646764,0.0330333146810962,0.190062258263426,0.0953701427034018,0.106449894640984,0.493529562370936,0.603909739538419,162756,33620,"Simulation_10","S6_opportunity"
"map_Fixed",0.401543919684214,0.446188180363133,0.103585024257099,0.95,0.0444444444444444,0.715799470624962,0.723877660525845,0.172460186952048,0.168914326596316,0.398954286532516,0.391446770930106,0.0115958609678984,0.00856414064594998,0.189159691842573,0.0454125232035974,0.0864594326167412,0.0872943476378334,0.241681028600622,0.237293066742776,113719,27955,"Simulation_11","S6_opportunity"
"map_Fixed",0.63071121265863,0.834716371139801,0.184264590955815,1,0.111111111111111,0.745525681230939,0.744498689736871,0.19246149001609,0.195534336073518,0.359510118460016,0.363184930574998,0.0096764337605967,0.00765833211375343,0.192519238383247,0.038086268960379,0.138402519377754,0.146581219932877,0.358309992672121,0.38585202261029,231823,55714,"Simulation_12","S6_opportunity"
"map_Fixed",0.50072950129304,0.513872771044911,0.174992601412244,0.975,0.0222222222222222,0.736993410170638,0.731542270720832,0.184483514857502,0.191870756682874,0.370849996828485,0.379805444560791,0.0198557464843746,0.0193923888905298,0.0481370383201148,0.0557331719134649,0.117446903909575,0.126679241858772,0.496882389558449,0.582831000044935,189231,44629,"Simulation_13","S6_opportunity"
"map_Fixed",0.403070498268337,0.412907508880511,0.121117701581549,1,0.0666666666666667,0.729741472952422,0.74304920109805,0.1566453316399,0.150383613711551,0.379024747180653,0.360383141936927,0.0162104236513931,0.0137323772250937,0.0351706137818742,0.0422622757718618,0.0759602412395181,0.0756840347842535,0.221951500623944,0.223288033829225,119678,28414,"Simulation_14","S6_opportunity"
"map_Fixed",0.464008180786745,0.418218599392044,0.150794060333537,0.975,0.0555555555555556,0.723018941804121,0.722672340889871,0.197188096519994,0.195733420629075,0.388286356890966,0.389248988375533,0.0199902465101565,0.0215797954679581,0.307161080259927,0.0639079076809577,0.11649748822969,0.11608189464974,0.323514491562313,0.325077562848647,163448,36657,"Simulation_15","S6_opportunity"
"map_Fixed",0.475402964462714,0.457137132086586,0.152366222619396,0.975,0.0555555555555556,0.760954058852009,0.769378357636224,0.1533299263005,0.149353141102949,0.336637498952173,0.324663417722466,0.0156110564608795,0.0131700161439205,0.178682507998358,0.0408888128679394,0.0832868242281126,0.0809258852165304,0.402795822395219,0.400282816373286,148712,36484,"Simulation_16","S6_opportunity"
"map_Fixed",0.427968299058845,0.432716705510925,0.131244923457931,1,0.1,0.759393564174,0.755451665487651,0.147584722652162,0.150985759542337,0.336738468698371,0.342554068954762,0.0150000079940729,0.0178587794496751,0.0686724373045174,0.0393282432711727,0.0763077485374167,0.0798634989953832,0.219640371050646,0.231187131592886,135678,32513,"Simulation_17","S6_opportunity"
"map_Fixed",0.50465172626387,0.459011548306286,0.148596154024678,0.925,0.0111111111111111,0.755556930414632,0.75292839599471,0.145621948750253,0.146939353863593,0.343885679900441,0.346728136167037,0.0113987277262429,0.0130455106104805,0.198419121131882,0.0388698453322153,0.0765101634109101,0.0766541837994831,0.459561639695398,0.468063062058782,177796,42344,"Simulation_18","S6_opportunity"
"map_Fixed",0.476358550088825,0.451350933505782,0.170904124093629,0.975,0.0888888888888889,0.73390724416444,0.742009593536986,0.20365492777107,0.197778338803332,0.374797637304334,0.363585182833901,0.0239917697017605,0.0190689963470065,0.0450616958831157,0.0438469888337648,0.139718736116215,0.135878372327821,0.36371687587712,0.351327592777954,159839,39610,"Simulation_19","S6_opportunity"
"map_Fixed",0.471044404847878,0.458124594373263,0.163527169116304,1,0.0222222222222222,0.767292205022705,0.749246333861325,0.156771369075993,0.16902559910071,0.332799656576509,0.354973516798598,0.0202400835654292,0.0217940753617054,0.0346293056204512,0.0722045112776578,0.0987400074238777,0.104553946664832,0.486079555021092,0.518721909674957,159436,39142,"Simulation_20","S6_opportunity"
"CompNMF_Fixed",0.310724600750355,0.333147205751912,0.337976806130465,0,0,0.737506001484003,0.740010184118136,0.168972691429153,0.180473293490204,0.368851080244569,0.370424927899512,0.00474591582396539,0.0107490758717044,0.0108820788398987,0.0600674604330133,0.0878580673977796,0.104993893148425,0.288620199408631,0.322954522552991,137466,37313,"Simulation_01","S0_baseline"
"CompNMF_Fixed",0.47797096929195,0.350351896119469,0.363268534169348,0,0,0.787886951928156,0.768945108506441,0.137305863708399,0.140675409075084,0.297300651644938,0.323525817494584,0.00383676702639811,0.00985390357853708,0.0231589423311732,0.0567241448869999,0.0733761479893962,0.0681208968725154,0.228572329194426,0.234658924241178,189300,43085,"Simulation_02","S0_baseline"
"CompNMF_Fixed",0.313055769673946,0.305693088412269,0.316623125053858,0,0,0.706353277794236,0.678385494584405,0.210417554786454,0.230776135479624,0.407710308630898,0.440942019604755,0.0061778910701349,0.0188478746048607,0.0216423820335342,0.078512829135704,0.118995498296856,0.133035637600985,0.34588137544218,0.383972202625751,138401,33422,"Simulation_03","S0_baseline"
"CompNMF_Fixed",0.333412805866734,0.338242876765424,0.347083590147513,0,0,0.73401255046688,0.728916384912356,0.178755815551324,0.185694074766803,0.374004974609433,0.379515263274673,0.00860521447379456,0.00674914651858543,0.0329141293166761,0.0129520375618523,0.104028020439675,0.103397943883397,0.398773194879946,0.358994053472257,152823,41703,"Simulation_04","S0_baseline"
