"model","rmse_counts_in","rmse_counts_out","rmse_Betas","sign_Betas","fp_Betas","attribution_acc_in","attribution_acc_out","estim_error_in","estim_error_out","brier_in","brier_out","ece_in","ece_out","mce_in","mce_out","oracle_l2_in","oracle_l2_out","oracle_kl_in","oracle_kl_out","n_mut_in","n_mut_out","Simulation","Scenario"
"map_Fixed",0.40338630217633,0.316273559744241,0.0868419738573712,1,0.0555555555555556,0.767563709691123,0.76170689299502,0.130466798457033,0.134058291338815,0.328260960409469,0.335803875826193,0.0014109166837942,0.00560915168725835,0.00719969580176616,0.194801364855142,0.0566507877483022,0.0558559935415456,0.11769006737044,0.11859677340777,176543,33933,"Simulation_17","S2_epigenome_v1"
"map_Fixed",0.328640721741555,0.293563517153732,0.0695391110096418,1,0.0444444444444444,0.770194975249256,0.758879502559432,0.115803952348018,0.122224664761486,0.324446587934438,0.340599554623555,0.00388902667727146,0.00790063406109585,0.0135067527926614,0.048357264634231,0.0443237343042827,0.0469035214154684,0.0954180749102484,0.101677034305738,128683,31843,"Simulation_18","S2_epigenome_v1"
"map_Fixed",0.36222853904715,0.345635188514777,0.088310675788748,1,0.0111111111111111,0.792054256814038,0.794654262370153,0.107607799417018,0.109228507387144,0.294016837072785,0.291886530793032,0.00259981424895713,0.00295968253118064,0.198966633245743,0.00935874750054738,0.0435295554845833,0.0451742572111614,0.098431408600643,0.100628455165985,172218,41491,"Simulation_19","S2_epigenome_v1"
"map_Fixed",0.394789337428543,0.472595631925108,0.094505109969184,1,0,0.817954184991315,0.804400670578374,0.104655283598738,0.113600167644593,0.260485801334339,0.27847914409626,0.00367586033675203,0.0063094256049636,0.0148895545966899,0.0176257814149416,0.052921509979936,0.0579913834347563,0.11430074807403,0.125419881070877,172127,47720,"Simulation_20","S2_epigenome_v1"
"map_Fixed",0.315493180510846,0.303998288383324,0.15101852471026,1,0.0333333333333333,0.761614410390526,0.760417643564975,0.152155387734712,0.151270749320079,0.335020818037473,0.33618363753743,0.0025238326403172,0.00371469169614264,0.138031973502733,0.806716997289861,0.0783654869852943,0.0777396919671197,0.1665436493664,0.16718540920177,136124,31989,"Simulation_01","S3_epigenome_v4"
"map_Fixed",0.348857737742193,0.346574552926132,0.159114757670353,1,0.0333333333333333,0.768856104641848,0.772996193023974,0.144645180309798,0.14309599753061,0.327596708456311,0.320229344357299,0.00621852760821458,0.00670992565252461,0.188175968646866,0.0155964960824643,0.0761108294442676,0.0748351830759261,0.162853926494143,0.159829611074254,156037,38876,"Simulation_02","S3_epigenome_v4"
"map_Fixed",0.332937984392315,0.330140798703801,0.147303966368441,0.975,0.0555555555555556,0.771460523681649,0.771836635139164,0.139722074569064,0.143066207756308,0.322831338219229,0.32077786987089,0.00351174787253507,0.0054561142837417,0.188427893959375,0.0189203695770024,0.0713280605764827,0.07231465055642,0.151732229193807,0.153429102758134,144859,36899,"Simulation_03","S3_epigenome_v4"
"map_Fixed",0.296993553858906,0.28437728972338,0.133757102541496,1,0.0222222222222222,0.748699308117721,0.744277503277201,0.14177736523116,0.145877449497496,0.350035554624993,0.35731277686993,0.00295935631221234,0.00586422645600318,0.00644469689622151,0.0144830718522023,0.0605024091753198,0.061421931184271,0.138714760305076,0.141553675376207,128201,29751,"Simulation_04","S3_epigenome_v4"
"map_Fixed",0.330236761093055,0.346543939608437,0.13665758333784,0.95,0.0666666666666667,0.776099450002543,0.779059426658297,0.125293344086256,0.122881355932203,0.315502129640598,0.308582605475292,0.00175177465159046,0.00326889880599479,0.193883079253908,0.0186621143173765,0.0536336957300237,0.0516021986959729,0.121287402725424,0.118365395435344,137637,38232,"Simulation_05","S3_epigenome_v4"
"map_Fixed",0.335881761998129,0.33674136652393,0.150445747913055,1,0.0444444444444444,0.781248367378925,0.786597991510508,0.129395015934382,0.125944714773786,0.31039933554807,0.300948367543224,0.00202395290249588,0.00541002121951349,0.0055268278448633,0.193528933156721,0.0631757257973257,0.0606806708137531,0.143050722739549,0.139928243097796,153128,38636,"Simulation_06","S3_epigenome_v4"
"map_Fixed",0.354104593824772,0.317551823945365,0.150662289127345,1,0.0222222222222222,0.782445974460067,0.780515216941232,0.135113858543101,0.133447694537281,0.30927422789372,0.310310898652713,0.00285995272322752,0.0052688532735693,0.825698677992363,0.0240623069604387,0.0711950485825416,0.0705802925562979,0.154126609522503,0.154836299995752,154973,33811,"Simulation_07","S3_epigenome_v4"
"map_Fixed",0.311957905123921,0.305095623068844,0.12470883568973,0.95,0.0222222222222222,0.721801471990238,0.716231485723011,0.171933035884529,0.17355321423118,0.387122750645398,0.393556612228359,0.00409759619847006,0.00644710705505566,0.195669996478307,0.199549375017934,0.0828934747454134,0.0859791333107442,0.169361276868395,0.176604541572047,131115,32745,"Simulation_08","S3_epigenome_v4"
"map_Fixed",0.442664156114099,0.491286991098808,0.183153857141402,1,0.0666666666666667,0.768513925839083,0.779739316944399,0.165566928699904,0.155089919155255,0.32597206216109,0.309723946249121,0.0027898064261338,0.00460929950229181,0.199181249606308,0.0363547111547526,0.103266587325799,0.0968036959864288,0.216802361402687,0.205914083137792,199593,54549,"Simulation_09","S3_epigenome_v4"
