model	Kest	Sensitivity	Precision	F1	rmse_sig	rmse_theta	rmse_Betas	rmse_lambda	rmse_counts	time	iter	effectiveBetas	effectiveSigs	effectiveTheta	effectiveMu	effectiveSigma2	effectiveLogPost	effectiveLogLik	effectiveLogPrior	Simulation	Scenario	n
SignatureAnalyzer	8	1	1	1	0.00351765403643472	55.1740006730699	0.38912721354825	0.170111593941171	0.181779490945807	0.376970541477203	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
map_TrueCovs200	8	1	1	1	0.00131542033746855	18.3138598462564	0.118190344564408	0.0208770850614343	0.0606951953911291	5.07166591087977	360	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
mcmc_TrueCovs200	8	1	1	1	0.00237528868129024	22.6443807480015	0.116943149082001	0.0209824883847011	0.0606685258203628	16.7712471922239	NA	299.434332281095	445.254493896415	740.007524527888	1459.41975048215	1397.23514339013	150	150	102.430220559643	Simulation_03	Scenario_B_corr	101590
map_TrueCovs500	8	1	1	1	0.00133545881929936	18.5087835103035	0.118509468339034	0.0367991200425243	0.0674104291723951	4.01648240089416	360	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
mcmc_TrueCovs500	8	1	1	1	0.0024014595459042	22.9162933842789	0.11828381910632	0.0368563534214204	0.0673913189451816	13.587837266922	NA	289.832043945555	441.130033348609	737.860536044638	1467.95764794749	1466.30272189584	150	150	150	Simulation_03	Scenario_B_corr	101590
map_TrueCovs	8	1	1	1	0.00160991997470567	21.0382781470088	0.0232859294601563	0.00282464804903147	0.0566962236183401	16.3547728697459	970	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
CompNMFBase	8	1	1	1	0.00348815903046859	35.6258456316926	0.35066182839966	0.202759786014296	0.208477888431179	0.00214375257492065	2763	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
map_CopyOnly	8	1	1	1	0.0035411907947538	36.3215381431699	0.35066182839966	0.201532211948149	0.20727476695619	6.514663875103	1200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
map_Full	8	1	1	1	0.00162255908241617	21.13676357626	0.0531155564137693	0.00366769546877458	0.0566496278500617	16.5930326342583	930	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
mcmc_Full	8	1	1	1	0.00242493167429077	23.4256620817068	0.054987068436269	0.00335662974626986	0.0566508630279372	21.0895248730977	NA	262.161500206167	383.160851058498	677.544776216594	1394.42773693746	1450.90887768587	319.748457632699	150	150	Simulation_04	Scenario_B_corr	104558
SignatureAnalyzer	8	1	1	1	0.00338001017101239	33.3155784575788	0.35066182839966	0.202759762357709	0.208477854925228	0.233832621574402	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
map_TrueCovs200	8	1	1	1	0.00160701578896103	21.1567034986684	0.0527716376209433	0.0224248682008249	0.0600147783339664	10.9045161883036	940	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
mcmc_TrueCovs200	8	1	1	1	0.00241834550658509	23.1215751391015	0.0519881664521252	0.0223820638896103	0.0600179028828797	12.3643456538518	NA	269.231221757068	379.009254263329	670.23473943735	1389.04035541515	1316.88688879234	150	150	150	Simulation_04	Scenario_B_corr	104558
map_TrueCovs500	8	1	1	1	0.00161432561312597	21.0595441824475	0.053026778309144	0.044692443791692	0.070620697628096	7.17700160741806	910	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_04	Scenario_B_corr	104558
mcmc_TrueCovs500	8	1	1	1	0.00240664194287943	23.1449447493314	0.0537365827836563	0.0446678638109911	0.0706187427359591	8.08509783744812	NA	249.377002620713	377.368609780195	672.87396121348	1330.32912382314	1421.60579886948	150	150	102.380250564023	Simulation_04	Scenario_B_corr	104558
map_TrueCovs	8	1	1	1	0.00141214026411319	22.4701441749924	0.0145050048177319	0.00203320294922404	0.0558141697482165	14.4027076562246	860	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
CompNMFBase	8	1	1	1	0.00289015959620897	42.8336471660642	0.37193293846335	0.219714867403523	0.227222750614013	0.00801813999811808	2474	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
map_CopyOnly	8	1	1	1	0.00286827835611365	42.5924401333741	0.37193293846335	0.220161542987166	0.227654222919119	8.25203109582265	1600	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
map_Full	8	1	1	1	0.00141258671545259	22.3814374294956	0.12841480572784	0.00241957119677788	0.0558479719274307	19.6171746810277	1120	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
mcmc_Full	8	1	1	1	0.00183773447214551	26.6566884497116	0.129814482341438	0.00254050062174371	0.055846380979369	20.9053831497828	NA	249.881808456279	385.500633622364	591.516460938727	1347.34845496622	1349.42328983236	150	134.80259531527	150	Simulation_05	Scenario_B_corr	101463
SignatureAnalyzer	8	1	1	1	0.00247578845381972	39.2082383049538	0.37193293846335	0.21971484710197	0.227222732669336	0.150733860333761	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
map_TrueCovs200	8	1	1	1	0.00142129532269363	22.4275146586652	0.128546858942778	0.0291997873541655	0.0629894993656462	14.1041120568911	1390	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
mcmc_TrueCovs200	8	1	1	1	0.00181992784315964	26.752844327422	0.127956288216145	0.0292023023479428	0.0629877271356131	9.13535932699839	NA	232.668815541071	381.76598421201	596.365998282862	1423.54364350408	1443.95682069752	150	190.804691449134	150	Simulation_05	Scenario_B_corr	101463
map_TrueCovs500	8	1	1	1	0.00140954149133804	22.4175778815696	0.128959166359688	0.0447331738045505	0.0716254799956983	7.11599375406901	1120	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_05	Scenario_B_corr	101463
mcmc_TrueCovs500	8	1	1	1	0.00183499379185493	26.8805858599726	0.128299611485611	0.0447320751532218	0.0716234251090999	6.26394629478455	NA	245.401508635693	380.412651394655	589.245500508239	1383.44295040196	1395.59974085752	220.062299658841	150	150	Simulation_05	Scenario_B_corr	101463
map_TrueCovs	8	1	1	1	0.00201564621529907	21.7129139362621	0.0154436531587147	0.0022113948971794	0.0611777972078884	26.2032628178596	1290	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
CompNMFBase	8	1	1	1	0.00374341875415341	50.8903221339693	0.358450133895108	0.179530742727915	0.190845204506481	0.0442939519882202	13483	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
map_CopyOnly	8	1	1	1	0.00429454552893689	71.8825565856607	0.358450133895108	0.179882890884727	0.191184200168758	4.24405811627706	780	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
map_Full	8	1	1	1	0.00199712662992856	21.6008425774633	0.0550835344246516	0.00307307467859971	0.0611785236378957	25.2149577776591	1150	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
mcmc_Full	8	1	1	1	0.00343690520497672	25.7311677103726	0.0551568369750544	0.00339796304550564	0.0611653197354884	21.7856528520584	NA	236.743639623433	409.221760404377	592.123825084738	1370.47585069987	1435.11949874753	150	150	208.282846167546	Simulation_06	Scenario_B_corr	119397
SignatureAnalyzer	8	1	1	1	0.00361497067934034	73.3887944844075	0.358450133895108	0.179530707704122	0.190845181210295	0.163155444463094	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
map_TrueCovs200	8	1	1	1	0.00199166971693883	21.6262821517829	0.0554750151159578	0.0211521617078646	0.0645139215961438	11.4074290394783	1220	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
mcmc_TrueCovs200	8	1	1	1	0.00337780114323476	25.4727291968243	0.0566539709619248	0.0211984963853858	0.0645039704060807	9.15505563020706	NA	208.524111860689	402.429376237931	580.829129485204	1318.59293449185	1438.20647221229	150	150	150	Simulation_06	Scenario_B_corr	119397
map_TrueCovs500	8	1	1	1	0.0020099036456755	21.648368379166	0.0555932148504848	0.033829314382125	0.0706778468398174	3.38636715014776	1160	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_06	Scenario_B_corr	119397
mcmc_TrueCovs500	8	1	1	1	0.00345536099664356	25.6661591453555	0.0534287092939551	0.0338678877875885	0.0706797244816609	3.6223019083341	NA	206.259795392173	401.859701324311	568.990312235847	1337.02449930641	1466.18263519592	150	117.044301462647	83.4205455580593	Simulation_06	Scenario_B_corr	119397
map_TrueCovs	8	1	1	1	0.00160110860634657	19.442054156706	0.0146578708900386	0.00167214561326448	0.0476320757655468	3.22759623130163	300	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
CompNMFBase	8	1	1	1	0.00431116528316556	58.3814817725666	0.326357927525724	0.0699154756503499	0.08536780771933	0.020165745417277	6818	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
map_CopyOnly	8	1	1	1	0.0043406253727436	58.2902320096466	0.326357927525724	0.069243816635315	0.0847998871982577	1.19109989404678	430	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
map_Full	8	1	1	1	0.00160534395485336	19.4060626828976	0.044812484820871	0.00194283742200273	0.0476461105846748	4.36596046686172	290	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
mcmc_Full	8	1	1	1	0.00253152392901809	22.8837257080625	0.0471662107564314	0.00181979516926205	0.0476412869404342	17.5124346017838	NA	214.532467089204	368.679883336699	547.814061539951	1270.16431908268	1482.59695226934	150	150	150	Simulation_07	Scenario_B_corr	72809
SignatureAnalyzer	8	1	1	1	0.00351334216407161	58.4230656144777	0.326357927525724	0.069915412749466	0.0853677373459856	0.378158140182495	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
map_TrueCovs200	8	1	1	1	0.00161819932700994	19.4274835170767	0.0450361972667216	0.00742024904549419	0.0481879357246924	2.86254458824794	290	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
mcmc_TrueCovs200	8	1	1	1	0.00254612460157163	23.2552113395485	0.0474088934579463	0.00740407482989446	0.0481877287111087	12.0087027390798	NA	230.842044443929	362.932746928045	544.486360399888	1436.67539321766	1362.38883660329	150	150	150	Simulation_07	Scenario_B_corr	72809
map_TrueCovs500	8	1	1	1	0.00163398783083032	19.4666902428055	0.0436341978002449	0.012882366513189	0.0496155383519764	2.08236136833827	280	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_07	Scenario_B_corr	72809
mcmc_TrueCovs500	8	1	1	1	0.0025341162727165	23.1197284301645	0.0469615754192483	0.0128729152612222	0.0496108634408247	10.9700263063113	NA	214.562971655828	367.646461380709	542.165655278674	1365.18999738159	1485.31798288017	150	150	150	Simulation_07	Scenario_B_corr	72809
map_TrueCovs	8	1	1	1	0.00126209405148535	22.7820599229611	0.0115119992315453	0.00212414624689739	0.0604541872328847	12.9295995354652	670	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
CompNMFBase	8	1	1	1	0.00356198281379321	50.7492814841814	0.406612662529984	0.192010823710025	0.201168342311189	0.00876317421595255	2845	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
map_CopyOnly	8	1	1	1	0.00352715063118285	51.7371171275154	0.406612662529984	0.191193900463181	0.200368823965272	4.59793505271276	770	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
map_Full	8	1	1	1	0.00126702728965575	22.7091540099083	0.129105489387662	0.0037785578797803	0.0604029327740049	16.0328906615575	810	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
mcmc_Full	8	1	1	1	0.00221047156126504	27.7234766814974	0.131133891708057	0.00370426809336921	0.0603922350709674	21.4846471428871	NA	295.245202186536	395.217000940057	700.186919997956	1395.01039097334	1471.54712471136	112.666138975514	116.785416451634	150	Simulation_08	Scenario_B_corr	117964
SignatureAnalyzer	8	1	1	1	0.00266681686163548	47.7408902869155	0.406612662529984	0.192010816389308	0.201168325313548	0.165308630466461	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
map_TrueCovs200	8	1	1	1	0.00126651798627081	22.6978630619305	0.128659566631045	0.0229540704853584	0.0643931644087367	10.5553850094477	930	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
mcmc_TrueCovs200	8	1	1	1	0.0022220475313889	27.8057512237504	0.127871370038492	0.0229424423333386	0.064386154289458	12.6442386190097	NA	266.544626121713	401.282011413846	705.78973326472	1330.7662900877	1467.17880913598	229.96853210752	150	244.324365883797	Simulation_08	Scenario_B_corr	117964
map_TrueCovs500	8	1	1	1	0.00128267907728675	22.7820057330631	0.13010986050979	0.0422838208324666	0.0734265096218737	7.74786013364792	980	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_08	Scenario_B_corr	117964
mcmc_TrueCovs500	8	1	1	1	0.0022426736518308	28.0160830929106	0.130081670685911	0.0422844821879216	0.0734233626164554	6.69553853670756	NA	290.004026768225	395.560539937197	696.001504000705	1367.58722464664	1339.68466039766	150	150	114.732086950687	Simulation_08	Scenario_B_corr	117964
map_TrueCovs	8	1	1	1	0.00157331014735372	21.1801939380758	0.0137780558289482	0.00195238481381159	0.0490374174401297	2.16747641166051	180	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
CompNMFBase	8	1	1	1	0.00375334388935599	36.3483898329602	0.337380886346035	0.0747263288719953	0.0895152966442676	0.012863560517629	4423	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
map_CopyOnly	8	1	1	1	0.00387086795444057	45.8089105417457	0.337380886346035	0.0738633477320876	0.0887846085849545	3.03312707344691	730	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
map_Full	8	1	1	1	0.00157086928713051	21.135079523204	0.0784965867614361	0.00314123110712888	0.0490283774560176	2.52649184862773	180	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
mcmc_Full	8	1	1	1	0.00242594755915354	26.7532998237452	0.0800965434126396	0.00306194306362435	0.0490149195865113	16.6713212251663	NA	248.275133130865	344.313811170875	612.619503850016	1460.52395379741	1378.44683309094	150	150	150	Simulation_09	Scenario_B_corr	77003
SignatureAnalyzer	8	1	1	1	0.00370170479205462	46.6411076599097	0.337380886346035	0.0747262570460799	0.0895152357098976	0.62015411456426	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
map_TrueCovs200	8	1	1	1	0.00156623033305434	21.0569451926197	0.0782734148879199	0.00689547497406878	0.049476813337291	1.74576191504796	180	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
mcmc_TrueCovs200	8	1	1	1	0.00243051160254835	26.9405802836658	0.0782623930844499	0.00685338856730399	0.0494586446854019	12.969003200531	NA	253.844463804889	344.308007270469	612.90421267611	1390.56233961504	1457.89344798228	150.127000974648	150	150	Simulation_09	Scenario_B_corr	77003
map_TrueCovs500	8	1	1	1	0.00157979630206295	21.1258436969791	0.0802104060996569	0.0121356281490771	0.050305763831426	1.5512754480044	180	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_09	Scenario_B_corr	77003
mcmc_TrueCovs500	8	1	1	1	0.00245508751015668	26.6785975152521	0.0794446180412887	0.0121121399647114	0.0502855405723839	10.7192972699801	NA	239.808465250576	342.092541957313	613.520343866476	1411.17283333398	1366.64919249374	150	244.3585528005	116.26354969456	Simulation_09	Scenario_B_corr	77003
map_TrueCovs	8	1	1	1	0.00135430760678701	20.3795063235835	0.0120752890111197	0.00189038686790035	0.0555750326993648	3.28860543966293	190	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
CompNMFBase	8	1	1	1	0.00267548596652065	41.723485828206	0.339914793236795	0.105352969072649	0.119188824343312	0.0211689233779907	6964	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
map_CopyOnly	8	1	1	1	0.00287408685482928	44.5202950778724	0.339914793236795	0.105359781923312	0.119167158582674	4.55691399971644	960	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
map_Full	8	1	1	1	0.001352158344033	20.3915944742959	0.0276543895897442	0.0028361866962583	0.0555717061031675	3.21791532437007	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
mcmc_Full	8	1	1	1	0.00171962469890604	22.4949468598506	0.026728882934501	0.00269145282520206	0.0555755465772819	19.7617632428805	NA	265.362183749762	461.152388795247	691.542442194105	1473.79640120315	1382.89123388002	150	150	150	Simulation_10	Scenario_B_corr	99900
SignatureAnalyzer	8	1	1	1	0.00272880333563331	86.5064155124078	0.339914793236795	0.10535292230401	0.119188795618015	0.429299954573313	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
map_TrueCovs200	8	1	1	1	0.00135511498379531	20.3773307332709	0.0277074262328814	0.0153060628036923	0.0574912821939471	2.47024393081665	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
mcmc_TrueCovs200	8	1	1	1	0.0017417492114032	22.5194078529762	0.0267680667553725	0.0152717366309652	0.0574876893893923	16.0213043570519	NA	270.840400179931	466.927957970767	686.095266349561	1532.17778959456	1410.46261509683	150	340.209467173736	209.218983158741	Simulation_10	Scenario_B_corr	99900
map_TrueCovs500	8	1	1	1	0.00134156775913465	20.4959634336343	0.0281174962747423	0.0239294719994261	0.0602846541612785	2.04981427590052	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_10	Scenario_B_corr	99900
mcmc_TrueCovs500	8	1	1	1	0.00173822176769431	22.7555169111567	0.0276872517716655	0.0239172934575633	0.0602895087590345	11.289111773173	NA	283.613410165235	457.026052373191	670.650780546364	1422.24465578815	1420.55095177403	150	150	150	Simulation_10	Scenario_B_corr	99900
map_TrueCovs	8	1	1	1	0.00149254904742492	19.6595464931117	0.0200530444981978	0.00204739997852065	0.0487463048754466	2.65396711031596	210	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
CompNMFBase	8	1	1	1	0.00295426749306248	50.8075217735666	0.322795916626182	0.0601024647864314	0.0776380900100315	0.0130743185679118	3727	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
map_CopyOnly	8	1	1	1	0.00302161948458283	51.980681215922	0.322795916626182	0.0594180000480064	0.0770994530573559	1.49167277812958	310	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
map_Full	8	1	1	1	0.00149109640594059	19.6647659886055	0.0266760663241001	0.00219905193538711	0.0487289680442095	2.99243430693944	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
mcmc_Full	8	1	1	1	0.00244878859668425	25.7421064297884	0.0274490321286874	0.0023508245872404	0.0487181311886455	17.4504536469777	NA	252.258599845211	411.785063597534	651.771322122272	1357.74459310121	1418.77705145791	150	150	150	Simulation_11	Scenario_B_corr	76447
SignatureAnalyzer	8	1	1	1	0.00276609027929164	50.4091751105793	0.322795916626182	0.0601024590752925	0.0776380227173096	0.619977104663849	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
map_TrueCovs200	8	1	1	1	0.00149329987851736	19.7031331789341	0.0270000465608656	0.00683823860457051	0.0490930513773119	2.00997316042582	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
mcmc_TrueCovs200	8	1	1	1	0.00242062721411839	25.6665307843543	0.0276352326199413	0.00689682554203331	0.0490810669064152	13.0803491552671	NA	236.180502166107	411.280718604352	644.25619508264	1500	1464.75796407901	150	270.988331145109	150	Simulation_11	Scenario_B_corr	76447
map_TrueCovs500	8	1	1	1	0.0014815552961388	19.6607592252654	0.0278773970368434	0.0119098221051846	0.0502013785961557	1.71878999471664	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_11	Scenario_B_corr	76447
mcmc_TrueCovs500	8	1	1	1	0.00244205664316545	25.8324194473098	0.0292578483234075	0.0119397433959351	0.0501917856718069	10.5697039326032	NA	243.215042804406	410.794933866001	647.425556627587	1461.69686027325	1372.03116867784	150	116.477366142972	150	Simulation_11	Scenario_B_corr	76447
map_TrueCovs	8	1	1	1	0.00128448500779744	24.7759137905946	0.0118374276803941	0.00303608114164061	0.0551179320197385	2.59913317759832	170	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
CompNMFBase	8	1	1	1	0.00293559459695252	48.7533246097749	0.365899314407365	0.0983925986238884	0.1118790442144	0.0133705218633016	4161	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
map_CopyOnly	8	1	1	1	0.00296517036818235	48.6874439659889	0.365899314407365	0.0977084428231264	0.111276517162494	2.59630662600199	700	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
map_Full	8	1	1	1	0.00128358869920799	24.7895128153216	0.0331104703227169	0.00325527764605478	0.0551099964242787	3.05363904635111	170	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
mcmc_Full	8	1	1	1	0.00178041298443416	32.6709390880841	0.0338248661244918	0.00278137765692516	0.0550961700171506	20.5827488978704	NA	226.691290109355	359.482963118397	615.47844920817	1353.02977229769	1426.44808737826	150	150	150	Simulation_12	Scenario_B_corr	98549
SignatureAnalyzer	8	1	1	1	0.00272218353081744	49.0724921988325	0.365899314407365	0.0983925543152634	0.111879008278459	0.544796057542165	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
map_TrueCovs200	8	1	1	1	0.00128459585207417	25.0174945715821	0.0331467084230455	0.0109487000614454	0.0561303340037708	2.3149671236674	170	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
mcmc_TrueCovs200	8	1	1	1	0.0017837088405039	32.651765716958	0.0327465242637826	0.0108226718203247	0.05611701742165	16.4807017485301	NA	229.12002237844	360.303842225982	624.605680327982	1493.10019908904	1371.88180766858	150	150	150	Simulation_12	Scenario_B_corr	98549
map_TrueCovs500	8	1	1	1	0.00130103090850711	25.3987986169202	0.0346988317638247	0.0195611769875305	0.0581404425337672	1.2010347644488	160	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_B_corr	98549
mcmc_TrueCovs500	8	1	1	1	0.00180254983505621	32.3537953473084	0.0356396816287945	0.0194929613186668	0.058126088905268	12.3919163505236	NA	216.928237104116	351.829507004084	606.089810722139	1451.22916107399	1366.12393773112	263.343638365079	202.037128660384	310.817684540212	Simulation_12	Scenario_B_corr	98549
map_TrueCovs	8	1	1	1	0.00146350984030964	24.1792186033868	0.0145079834999218	0.00261843935165398	0.0609923753667046	10.2542570710182	510	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
CompNMFBase	8	1	1	1	0.00296648480200657	57.3516528799695	0.361233647958114	0.184572262253608	0.193657251134484	0.00951332251230876	3333	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
map_CopyOnly	8	1	1	1	0.00303545636641211	60.7885112031722	0.361233647958114	0.184204490292707	0.193306947542845	2.93294015328089	520	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
map_Full	8	1	1	1	0.00146496701056361	24.1341867414615	0.0450833799186363	0.00370189133813589	0.0609346311580342	10.6386537631353	520	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
mcmc_Full	8	1	1	1	0.00216226480243194	29.5864486038144	0.0451965257842534	0.00337991572087628	0.0609230435568255	27.4585223396619	NA	280.51073135143	406.851347087455	662.646360146192	1272.12013118149	1418.11954142641	195.274809236689	219.388268049277	150	Simulation_13	Scenario_B_corr	119734
SignatureAnalyzer	8	1	1	1	0.00293711168061762	65.6512346013529	0.361233647958114	0.184572235056337	0.193657236085141	0.119165774186452	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
map_TrueCovs200	8	1	1	1	0.00146515987954162	24.0244350842676	0.0454134932008597	0.0225751951309471	0.0644684251180803	7.47122685511907	520	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
mcmc_TrueCovs200	8	1	1	1	0.00217096757205723	29.2848548768709	0.0458486468413206	0.0225282289657372	0.0644612799932802	12.4396034598351	NA	258.116890298614	406.451786389721	665.208839725145	1447.99517806345	1428.80751326283	150	150	150	Simulation_13	Scenario_B_corr	119734
map_TrueCovs500	8	1	1	1	0.00147545805150188	24.054024419041	0.0442482010939784	0.0389681697745907	0.0719351506451415	4.96986464659373	510	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_B_corr	119734
mcmc_TrueCovs500	8	1	1	1	0.0021834228570698	29.5339269611097	0.045292969668586	0.038951242078446	0.0719385603375126	6.83220932881037	NA	265.401020117638	403.308284332577	660.91823516805	1347.06256939725	1276.97917254498	150	150	150	Simulation_13	Scenario_B_corr	119734
map_TrueCovs	8	1	1	1	0.0016784999885118	21.5058608418473	0.0144473333775715	0.00259274560572517	0.0523889297657468	9.25271430810293	690	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
CompNMFBase	8	1	1	1	0.00264480289773722	35.2210717553956	0.336583151754497	0.114781614234096	0.126140832637039	0.0104403297106425	3735	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
map_CopyOnly	8	1	1	1	0.00271368283199217	35.1471974111928	0.336583151754497	0.114026483348394	0.125462069703052	3.2880687435468	610	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
map_Full	8	1	1	1	0.00167093802572728	21.4857592864504	0.04123109375816	0.00297612781890532	0.0524072682420058	9.751990934213	540	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
mcmc_Full	8	1	1	1	0.00288868418589948	26.3878287411184	0.0405804638702457	0.00280915314335777	0.0523897115423476	18.8075506806374	NA	250.815265184236	383.421360876537	610.812569850961	1281.47045777777	1394.56618656339	115.522052490672	150	150	Simulation_14	Scenario_B_corr	87731
SignatureAnalyzer	8	1	1	1	0.00238828961479105	35.0182798873757	0.336583151754497	0.114781520685169	0.126140792573123	0.189609086513519	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
map_TrueCovs200	8	1	1	1	0.00167743243335455	21.4543572676185	0.0406320232666388	0.0128719206572307	0.0538652184765932	5.66174557209015	580	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
mcmc_TrueCovs200	8	1	1	1	0.00292979602737687	26.5510283030263	0.0417152492575862	0.0128422015745811	0.0538494213901535	10.6622171401978	NA	235.499050767212	386.232117032371	604.864020426398	1405.88280450177	1475.17063124365	150	150	150	Simulation_14	Scenario_B_corr	87731
