"scale","regions","mean_expected","dispersion","rate_error_pct","dispersion_trimmed","rate_error_trimmed_pct","misfit_in_worst_0.1pct"
"2 kb",1391345,0.506569154799327,1.16693758274658,57.4060532310143,1.05986336399746,34.3741163290395,9.26646128349835
"10 kb",278768,2.52831193208786,1.37279706628477,38.3990885416823,1.18718190552469,27.2068499407188,13.60749780617
"100 kb",28108,25.0751551403255,2.12795082460338,21.2091502474725,1.87575536552434,18.6840821351537,11.9393739860004
"1 Mb",2867,245.836226258901,6.12297161423608,14.4357061957394,5.65819105102051,13.7613231380274,7.68746398233319
"10 Mb",308,2288.3521450788,20.9616378229633,9.33978023262418,20.1626334019796,9.15189267940809,4.12404566735557
